seed,level_pct,arm,n_subset,n_static,fleet_mean_tt,fleet_p50_tt,fleet_p90_tt,fleet_p95_p50,fleet_completion,fleet_deadline_misses,fleet_unfinished,subset_mean_tt,subset_completion,static_mean_tt,static_completion,strsumo_avg_tt,strsumo_completion,strsumo_deadlines,strsumo_timeout_rate,step_limit_reached,route_choice_nonzero_rate,wall_seconds
4015,25,mappo_off,112,338,561.996,527.5,1085.1,2.1527,1.0,273,0,659.446,1.0,529.704,1.0,659.446,1.0,77,0.0,0,0.568,7.4
4017,25,mappo_off,112,338,455.487,397.5,949.6,2.5374,1.0,215,0,388.241,1.0,477.769,1.0,388.241,1.0,50,0.0,0,0.496,5.9
4010,100,mappo_off,450,0,1050.502,1090.5,1719.3,1.66,1.0,374,0,1050.502,1.0,,,1050.502,1.0,374,0.0,0,0.5047,29.3
4013,25,dijkstra,112,338,582.742,567.0,1154.2,2.2338,1.0,258,0,598.562,1.0,577.5,1.0,598.562,1.0,63,0.0,0,,3.7
4022,75,dijkstra,338,112,583.164,525.5,1103.1,2.2828,1.0,248,0,582.769,1.0,584.357,1.0,582.769,1.0,183,0.0,0,,5.8
4022,25,mappo_on,112,338,559.022,511.5,1096.2,2.3345,1.0,245,0,548.696,1.0,562.444,1.0,548.696,1.0,56,0.0,0,0.0,6.9
4022,25,dijkstra,112,338,566.491,510.0,1109.4,2.4004,1.0,249,0,571.482,1.0,564.837,1.0,571.482,1.0,59,0.0,0,,2.9
4027,10,dijkstra,45,405,641.956,549.0,1359.3,2.6943,1.0,258,0,876.444,1.0,615.901,1.0,876.444,1.0,34,0.0,0,,2.3
4011,25,mappo_on,112,338,692.198,678.5,1312.5,2.0634,1.0,278,0,675.679,1.0,697.672,1.0,675.679,1.0,62,0.0,0,0.0,9.0
4015,10,mappo_on,45,405,552.031,534.5,1086.2,2.2004,1.0,277,0,543.667,1.0,552.96,1.0,543.667,1.0,25,0.0,0,0.0,5.1
4025,75,dijkstra,338,112,612.858,588.0,1188.2,2.2033,1.0,226,0,618.612,1.0,595.491,1.0,618.612,1.0,172,0.0,0,,11.3
4012,10,mappo_off,45,405,1576.696,1857.0,2453.5,1.3544,1.0,412,0,1994.622,1.0,1530.259,1.0,1994.644,1.0,43,0.0,0,0.6376,9.2
4011,25,dijkstra,112,338,694.78,696.0,1308.3,2.0367,1.0,278,0,669.777,1.0,703.065,1.0,669.777,1.0,62,0.0,0,,5.2
4018,75,mappo_off,338,112,336.193,270.0,665.0,2.7206,1.0,148,0,349.858,1.0,294.955,1.0,349.858,1.0,119,0.0,0,0.4834,10.0
4011,100,dijkstra,450,0,807.778,799.5,1430.8,1.8894,1.0,310,0,807.778,1.0,,,807.778,1.0,310,0.0,0,,11.4
4025,10,mappo_off,45,405,590.047,562.5,1132.3,2.2708,1.0,223,0,549.089,1.0,594.598,1.0,549.089,1.0,17,0.0,0,0.4264,4.3
4026,100,mappo_on,450,0,495.073,437.0,1046.4,2.5756,1.0,217,0,495.073,1.0,,,495.073,1.0,217,0.0,0,0.0,18.5
4026,10,mappo_on,45,405,511.898,471.0,1066.9,2.4357,1.0,224,0,447.333,1.0,519.072,1.0,447.333,1.0,19,0.0,0,0.0,4.6
4026,25,mappo_on,112,338,504.32,446.5,1012.2,2.4896,1.0,227,0,499.054,1.0,506.065,1.0,499.054,1.0,57,0.0,0,0.0,7.8
4020,50,mappo_on,225,225,257.711,237.0,454.1,1.9793,1.0,79,0,265.787,1.0,249.636,1.0,265.787,1.0,43,0.0,0,0.0,5.8
4018,25,dijkstra,112,338,367.793,216.0,905.8,4.5905,1.0,170,0,403.741,1.0,355.882,1.0,403.741,1.0,46,0.0,0,,2.6
4020,100,dijkstra,450,0,242.744,226.0,409.2,1.969,1.0,72,0,242.744,1.0,,,242.744,1.0,72,0.0,0,,3.9
4017,25,dijkstra,112,338,538.329,471.5,1128.0,2.4932,1.0,241,0,538.5,1.0,538.272,1.0,538.5,1.0,57,0.0,0,,4.1
4021,100,mappo_on,450,0,462.16,415.5,983.0,2.4792,1.0,197,0,462.16,1.0,,,462.16,1.0,197,0.0,0,0.0,18.7
4025,50,mappo_off,225,225,567.638,548.0,1030.1,1.97,1.0,225,0,577.013,1.0,558.262,1.0,577.013,1.0,113,0.0,0,0.3678,10.0
4023,75,mappo_off,338,112,599.98,537.5,1141.1,2.3015,1.0,264,0,646.604,1.0,459.277,1.0,646.604,1.0,210,0.0,0,0.5875,17.1
4020,75,mappo_on,338,112,243.087,204.5,417.0,2.1592,1.0,71,0,245.97,1.0,234.384,1.0,245.97,1.0,53,0.0,0,0.0,7.2
4014,10,mappo_off,45,405,309.636,297.5,525.1,1.8524,1.0,118,0,365.8,1.0,303.395,1.0,365.8,1.0,22,0.0,0,0.6549,3.4
4027,75,mappo_on,338,112,671.029,611.0,1426.5,2.5047,1.0,257,0,690.441,1.0,612.446,1.0,690.441,1.0,200,0.0,0,0.0,19.5
4025,75,mappo_on,338,112,589.209,545.0,1140.4,2.3294,1.0,235,0,586.583,1.0,597.134,1.0,586.583,1.0,171,0.0,0,0.0,13.8
4020,100,mappo_off,450,0,303.887,296.0,581.1,2.1794,1.0,117,0,303.887,1.0,,,303.887,1.0,117,0.0,0,0.4431,10.7
4020,10,dijkstra,45,405,230.229,213.0,394.2,1.9697,1.0,66,0,250.844,1.0,227.938,1.0,250.844,1.0,6,0.0,0,,1.6
4024,25,mappo_on,112,338,703.793,665.0,1354.0,2.1214,1.0,285,0,713.732,1.0,700.5,1.0,713.732,1.0,69,0.0,0,0.0,9.3
4015,50,mappo_off,225,225,781.262,802.0,1344.0,1.7638,1.0,350,0,831.942,1.0,730.582,1.0,831.942,1.0,182,0.0,0,0.567,14.3
4028,50,dijkstra,225,225,652.291,591.0,1237.6,2.332,1.0,267,0,691.031,1.0,613.551,1.0,691.031,1.0,136,0.0,0,,7.0
4020,10,mappo_on,45,405,227.304,212.0,388.0,1.9104,1.0,59,0,258.089,1.0,223.884,1.0,258.089,1.0,7,0.0,0,0.0,2.6
4019,100,mappo_on,450,0,314.8,287.0,665.4,2.4742,1.0,123,0,314.8,1.0,,,314.8,1.0,124,0.0,0,0.0,10.4
4019,10,dijkstra,45,405,304.22,268.5,643.1,2.622,1.0,139,0,317.644,1.0,302.728,1.0,317.644,1.0,15,0.0,0,,2.1
4012,100,mappo_on,450,0,1191.331,1376.5,1932.1,1.4347,1.0,349,0,1191.331,1.0,,,1191.34,1.0,350,0.0,0,0.0,36.8
4027,100,dijkstra,450,0,654.007,590.0,1359.5,2.5197,1.0,247,0,654.007,1.0,,,654.007,1.0,247,0.0,0,,7.8
4024,100,mappo_off,450,0,642.209,610.5,1172.2,2.0582,1.0,257,0,642.209,1.0,,,642.209,1.0,257,0.0,0,0.544,18.9
4016,10,mappo_on,45,405,207.4,193.0,359.1,1.9953,1.0,47,0,237.178,1.0,204.091,1.0,237.178,1.0,7,0.0,0,0.0,2.5
4024,50,mappo_off,225,225,666.762,661.0,1210.0,1.9557,1.0,275,0,687.36,1.0,646.164,1.0,687.36,1.0,141,0.0,0,0.582,12.4
4019,25,mappo_off,112,338,323.364,277.0,635.6,2.4159,1.0,147,0,400.009,1.0,297.967,1.0,400.009,1.0,51,0.0,0,0.5661,4.9
4015,75,dijkstra,338,112,852.816,854.0,1438.4,1.7666,1.0,369,0,872.166,1.0,794.42,1.0,872.166,1.0,281,0.0,0,,9.9
4026,10,dijkstra,45,405,526.027,462.0,1102.1,2.4992,1.0,233,0,427.489,1.0,536.975,1.0,427.489,1.0,16,0.0,0,,2.1
4026,50,mappo_on,225,225,504.88,436.0,1065.3,2.5563,1.0,223,0,541.889,1.0,467.871,1.0,541.889,1.0,120,0.0,0,0.0022,11.4
4029,100,dijkstra,450,0,293.918,282.0,493.1,1.8514,1.0,106,0,293.918,1.0,,,293.918,1.0,106,0.0,0,,5.2
4015,100,dijkstra,450,0,570.998,557.0,1063.8,2.0175,1.0,257,0,570.998,1.0,,,570.998,1.0,258,0.0,0,,9.4
4018,25,mappo_on,112,338,356.333,236.0,861.4,4.1153,1.0,167,0,370.116,1.0,351.766,1.0,370.116,1.0,45,0.0,0,0.0,4.4
4012,25,dijkstra,112,338,1268.433,1457.5,1994.1,1.4161,1.0,392,0,1331.607,1.0,1247.5,1.0,1331.643,1.0,96,0.0,0,,6.0
4014,50,dijkstra,225,225,331.096,338.5,546.0,1.6898,1.0,130,0,329.151,1.0,333.04,1.0,329.151,1.0,66,0.0,0,,2.7
4013,10,mappo_on,45,405,563.576,505.5,1160.7,2.4233,1.0,261,0,603.511,1.0,559.138,1.0,603.511,1.0,28,0.0,0,0.0,4.8
4016,25,dijkstra,112,338,209.304,201.5,359.0,1.9012,1.0,39,0,225.714,1.0,203.867,1.0,225.714,1.0,13,0.0,0,,1.6
4020,25,mappo_off,112,338,253.418,221.0,467.3,2.3925,1.0,80,0,357.589,1.0,218.899,1.0,357.589,1.0,34,0.0,0,0.5136,4.3
4024,25,mappo_off,112,338,663.858,600.0,1265.1,2.2192,1.0,273,0,618.607,1.0,678.852,1.0,618.607,1.0,59,0.0,0,0.561,9.1
4019,100,mappo_off,450,0,358.224,368.5,670.4,1.9598,1.0,161,0,358.224,1.0,,,358.224,1.0,162,0.0,0,0.4898,11.4
4014,75,mappo_off,338,112,319.762,298.5,601.7,2.3082,1.0,119,0,340.334,1.0,257.679,1.0,340.334,1.0,104,0.0,0,0.5689,9.4
4014,100,dijkstra,450,0,270.133,259.0,470.2,1.9931,1.0,81,0,270.133,1.0,,,270.133,1.0,81,0.0,0,,4.0
4023,10,mappo_on,45,405,585.933,540.5,1130.3,2.2777,1.0,262,0,632.533,1.0,580.756,1.0,632.533,1.0,26,0.0,0,0.0,5.1
4026,100,dijkstra,450,0,554.024,522.0,1130.2,2.3001,1.0,240,0,554.024,1.0,,,554.024,1.0,240,0.0,0,,7.9
4016,25,mappo_off,112,338,210.736,207.5,353.1,1.9817,1.0,45,0,284.125,1.0,186.417,1.0,284.125,1.0,24,0.0,0,0.5036,3.9
4019,10,mappo_on,45,405,293.838,245.5,600.1,2.6743,1.0,127,0,292.222,1.0,294.017,1.0,292.222,1.0,12,0.0,0,0.0,2.8
4021,10,mappo_on,45,405,495.858,410.0,1073.0,2.716,1.0,208,0,424.444,1.0,503.793,1.0,424.444,1.0,19,0.0,0,0.0,4.4
4028,25,dijkstra,112,338,703.047,626.0,1393.7,2.3942,1.0,288,0,742.455,1.0,689.988,1.0,742.455,1.0,70,0.0,0,,5.4
4012,50,mappo_on,225,225,1199.653,1374.0,1925.1,1.4684,1.0,369,0,1206.507,1.0,1192.8,1.0,1206.516,1.0,176,0.0,0,0.0,21.9
4022,75,mappo_on,338,112,562.433,519.0,1125.0,2.3344,1.0,256,0,566.893,1.0,548.973,1.0,566.893,1.0,191,0.0,0,0.0,13.3
4022,10,mappo_on,45,405,562.593,491.0,1076.0,2.434,1.0,248,0,545.556,1.0,564.486,1.0,545.556,1.0,22,0.0,0,0.0,4.7
4010,10,mappo_off,45,405,889.5,897.0,1542.1,1.8262,1.0,356,0,925.178,1.0,885.536,1.0,925.178,1.0,32,0.0,0,0.5724,7.4
4024,10,dijkstra,45,405,705.851,642.5,1388.1,2.2703,1.0,283,0,655.644,1.0,711.43,1.0,655.644,1.0,27,0.0,0,,3.9
4021,25,mappo_off,112,338,443.102,387.5,918.1,2.4763,1.0,198,0,437.054,1.0,445.107,1.0,437.054,1.0,44,0.0,0,0.5563,7.0
4011,75,mappo_off,338,112,688.402,692.0,1250.3,1.8902,1.0,285,0,746.536,1.0,512.964,1.0,746.536,1.0,226,0.0,0,0.387,17.8
4027,25,mappo_off,112,338,657.371,593.0,1332.1,2.3899,1.0,269,0,828.804,1.0,600.565,1.0,828.804,1.0,83,0.0,0,0.6146,10.5
4028,25,mappo_on,112,338,675.078,601.5,1291.9,2.3445,1.0,276,0,684.134,1.0,672.077,1.0,684.134,1.0,69,0.0,0,0.0,8.2
4028,100,mappo_off,450,0,679.451,677.5,1233.2,1.9309,1.0,271,0,679.451,1.0,,,679.451,1.0,272,0.0,0,0.4537,21.8
4011,10,mappo_off,45,405,665.393,632.5,1281.3,2.1521,1.0,286,0,791.511,1.0,651.38,1.0,791.511,1.0,30,0.0,0,0.461,6.6
4017,50,mappo_on,225,225,467.711,381.0,1017.1,2.7848,1.0,215,0,448.342,1.0,487.08,1.0,448.342,1.0,98,0.0,0,0.0,9.5
4013,100,dijkstra,450,0,597.109,591.5,1186.5,2.0896,1.0,265,0,597.109,1.0,,,597.109,1.0,265,0.0,0,,7.8
4029,100,mappo_on,450,0,282.931,253.5,509.1,2.0868,1.0,99,0,282.931,1.0,,,282.931,1.0,100,0.0,0,0.0,9.6
4029,50,dijkstra,225,225,305.518,292.0,521.0,1.8512,1.0,121,0,304.68,1.0,306.356,1.0,304.68,1.0,64,0.0,0,,3.6
4019,50,mappo_off,225,225,327.364,302.5,600.3,2.2747,1.0,139,0,380.204,1.0,274.524,1.0,380.204,1.0,91,0.0,0,0.5319,7.3
4014,10,mappo_on,45,405,299.307,308.5,500.0,1.719,1.0,100,0,264.489,1.0,303.175,1.0,264.489,1.0,14,0.0,0,0.0,2.8
4024,75,mappo_off,338,112,648.644,617.5,1171.9,2.0066,1.0,270,0,654.121,1.0,632.116,1.0,654.121,1.0,205,0.0,0,0.564,16.6
4021,50,dijkstra,225,225,495.324,427.5,1025.4,2.6229,1.0,220,0,475.262,1.0,515.387,1.0,475.262,1.0,103,0.0,0,,5.3
4017,75,dijkstra,338,112,557.451,514.5,1123.1,2.3237,1.0,254,0,567.479,1.0,527.188,1.0,567.479,1.0,189,0.0,0,,6.7
4014,10,dijkstra,45,405,300.182,311.0,516.0,1.7223,1.0,105,0,284.311,1.0,301.946,1.0,284.311,1.0,16,0.0,0,,1.9
4022,100,mappo_off,450,0,583.687,545.0,1088.1,2.1871,1.0,247,0,583.687,1.0,,,583.687,1.0,249,0.0,0,0.5562,17.7
4025,50,mappo_on,225,225,606.211,563.5,1201.0,2.3135,1.0,241,0,587.009,1.0,625.413,1.0,587.009,1.0,112,0.0,0,0.0,10.2
4021,25,dijkstra,112,338,510.369,478.5,1045.0,2.3984,1.0,232,0,480.982,1.0,520.107,1.0,480.982,1.0,52,0.0,0,,3.8
4025,75,mappo_off,338,112,539.027,530.0,976.3,1.9247,1.0,217,0,542.772,1.0,527.723,1.0,542.772,1.0,158,0.0,0,0.3571,13.6
4013,10,mappo_off,45,405,554.74,501.5,1103.2,2.3481,1.0,249,0,764.711,1.0,531.41,1.0,764.711,1.0,31,0.0,0,0.6627,6.2
4019,25,dijkstra,112,338,310.631,263.0,630.3,2.6188,1.0,141,0,298.866,1.0,314.53,1.0,298.866,1.0,34,0.0,0,,2.4
4026,75,mappo_off,338,112,410.62,410.5,764.2,2.1831,1.0,176,0,430.885,1.0,349.464,1.0,430.885,1.0,136,0.0,0,0.5303,11.8
4029,10,mappo_off,45,405,293.94,274.0,518.0,2.0365,1.0,107,0,385.133,1.0,283.807,1.0,385.133,1.0,21,0.0,0,0.5486,3.3
4020,25,mappo_on,112,338,223.047,198.5,389.1,2.0733,1.0,62,0,229.866,1.0,220.787,1.0,229.866,1.0,12,0.0,0,0.0,3.5
4022,75,mappo_off,338,112,586.982,536.0,1098.2,2.237,1.0,264,0,602.731,1.0,539.455,1.0,602.731,1.0,198,0.0,0,0.5996,15.4
4018,10,mappo_on,45,405,354.68,216.5,844.4,4.2252,1.0,170,0,326.511,1.0,357.81,1.0,326.511,1.0,14,0.0,0,0.0,3.4
4015,50,dijkstra,225,225,560.213,517.5,1090.2,2.2756,1.0,267,0,578.529,1.0,541.898,1.0,578.529,1.0,128,0.0,0,,6.2
4021,100,mappo_off,450,0,416.018,420.0,789.1,2.0108,1.0,180,0,416.018,1.0,,,416.018,1.0,180,0.0,0,0.472,16.0
4021,10,dijkstra,45,405,486.16,419.0,1026.1,2.6796,1.0,210,0,408.822,1.0,494.753,1.0,408.822,1.0,13,0.0,0,,2.7
4028,100,dijkstra,450,0,1109.004,1112.5,1841.1,1.7444,1.0,381,0,1109.004,1.0,,,1109.011,1.0,381,0.0,0,,12.9
4012,75,mappo_off,338,112,1309.284,1530.0,2085.1,1.3997,1.0,357,0,1395.358,1.0,1049.527,1.0,1395.361,1.0,278,0.0,0,0.6438,30.2
4027,25,dijkstra,112,338,630.369,518.5,1406.1,2.9021,1.0,247,0,685.446,1.0,612.118,1.0,685.446,1.0,68,0.0,0,,4.1
4028,10,mappo_on,45,405,667.009,585.5,1337.4,2.4582,1.0,283,0,626.067,1.0,671.558,1.0,626.067,1.0,26,0.0,0,0.0,4.7
4015,75,mappo_on,338,112,790.802,825.5,1327.1,1.7129,1.0,356,0,800.944,1.0,760.196,1.0,800.944,1.0,267,0.0,0,0.0,19.5
4012,10,dijkstra,45,405,985.284,1089.5,1688.0,1.5806,1.0,356,0,983.911,1.0,985.437,1.0,983.911,1.0,35,0.0,0,,3.7
4025,10,dijkstra,45,405,600.12,550.0,1187.6,2.4052,1.0,232,0,618.644,1.0,598.062,1.0,618.644,1.0,25,0.0,0,,3.8
4019,50,mappo_on,225,225,297.24,273.5,608.2,2.4232,1.0,131,0,293.293,1.0,301.187,1.0,293.293,1.0,69,0.0,0,0.0,5.7
4026,100,mappo_off,450,0,402.733,414.5,749.2,1.9404,1.0,172,0,402.733,1.0,,,402.733,1.0,173,0.0,0,0.4809,13.1
4023,100,dijkstra,450,0,586.211,535.0,1146.0,2.3225,1.0,257,0,586.211,1.0,,,586.211,1.0,257,0.0,0,,5.3
4013,100,mappo_on,450,0,605.182,565.5,1188.1,2.2061,1.0,267,0,605.182,1.0,,,605.182,1.0,267,0.0,0,0.0,20.1
4022,100,mappo_on,450,0,572.6,511.0,1118.0,2.3491,1.0,256,0,572.6,1.0,,,572.6,1.0,257,0.0,0,0.0,15.9
4024,50,mappo_on,225,225,775.827,753.0,1431.2,1.9928,1.0,311,0,769.4,1.0,782.253,1.0,769.4,1.0,156,0.0,0,0.0,12.8
4027,100,mappo_on,450,0,628.764,548.5,1367.2,2.6305,1.0,241,0,628.764,1.0,,,628.764,1.0,241,0.0,0,0.0,19.8
