seed,level_pct,arm,n_subset,n_static,fleet_mean_tt,fleet_p50_tt,fleet_p90_tt,fleet_p95_p50,fleet_completion,fleet_deadline_misses,fleet_unfinished,subset_mean_tt,subset_completion,static_mean_tt,static_completion,strsumo_avg_tt,strsumo_completion,strsumo_deadlines,strsumo_timeout_rate,step_limit_reached,route_choice_nonzero_rate,wall_seconds
4013,100,mappo_on,450,0,585.136,599.0,1102.2,1.9609,1.0,263,0,585.136,1.0,,,585.136,1.0,264,0.0,0,0.3699,20.5
4014,75,dijkstra,338,112,312.433,324.0,531.0,1.7208,1.0,107,0,306.784,1.0,329.482,1.0,306.784,1.0,85,0.0,0,,3.9
4010,75,dijkstra,338,112,1667.631,1920.5,2459.1,1.3268,1.0,382,0,1668.873,1.0,1663.884,1.0,1668.876,1.0,282,0.0,0,,12.8
4018,25,mappo_on,112,338,321.329,223.5,739.2,3.5391,1.0,148,0,380.955,1.0,301.571,1.0,380.955,1.0,45,0.0,0,0.3844,4.9
4027,100,mappo_on,450,0,648.973,658.5,1274.1,2.0396,1.0,273,0,648.973,1.0,,,648.973,1.0,273,0.0,0,0.4989,20.8
4021,50,dijkstra,225,225,495.324,427.5,1025.4,2.6229,1.0,220,0,475.262,1.0,515.387,1.0,475.262,1.0,103,0.0,0,,4.3
4020,75,dijkstra,338,112,235.673,211.5,400.1,1.9626,1.0,65,0,235.917,1.0,234.938,1.0,235.917,1.0,48,0.0,0,,3.2
4011,25,mappo_off,112,338,693.44,686.5,1341.0,2.035,1.0,287,0,749.143,1.0,674.982,1.0,749.143,1.0,68,0.0,0,0.3912,9.6
4021,75,mappo_off,338,112,399.26,353.0,805.0,2.4479,1.0,168,0,392.293,1.0,420.286,1.0,392.293,1.0,120,0.0,0,0.3672,11.4
4020,10,dijkstra,45,405,230.229,213.0,394.2,1.9697,1.0,66,0,250.844,1.0,227.938,1.0,250.844,1.0,6,0.0,0,,1.5
4027,10,mappo_off,45,405,607.913,514.0,1314.8,2.7126,1.0,244,0,781.778,1.0,588.595,1.0,781.778,1.0,32,0.0,0,0.5714,5.7
4024,25,mappo_on,112,338,678.336,639.5,1254.0,2.0269,1.0,282,0,678.554,1.0,678.263,1.0,678.554,1.0,69,0.0,0,0.5385,8.5
4012,75,mappo_off,338,112,771.196,800.5,1358.5,1.7533,1.0,323,0,802.577,1.0,676.491,1.0,802.577,1.0,245,0.0,0,0.4965,20.6
4011,75,mappo_on,338,112,681.216,669.5,1261.4,1.9791,1.0,278,0,706.494,1.0,604.929,1.0,706.494,1.0,210,0.0,0,0.3217,18.0
4016,75,mappo_off,338,112,234.111,213.0,407.1,2.1183,1.0,66,0,246.947,1.0,195.375,1.0,246.947,1.0,61,0.0,0,0.3154,6.4
4028,50,dijkstra,225,225,652.291,591.0,1237.6,2.332,1.0,267,0,691.031,1.0,613.551,1.0,691.031,1.0,136,0.0,0,,7.6
4025,25,dijkstra,112,338,614.791,581.0,1219.3,2.2947,1.0,236,0,653.67,1.0,601.908,1.0,653.67,1.0,62,0.0,0,,6.0
4020,25,mappo_off,112,338,247.318,223.0,437.0,2.1374,1.0,71,0,307.071,1.0,227.518,1.0,307.071,1.0,22,0.0,0,0.4515,4.0
4020,25,dijkstra,112,338,265.364,262.5,428.0,1.6952,1.0,88,0,273.616,1.0,262.63,1.0,273.616,1.0,18,0.0,0,,2.1
4025,75,mappo_off,338,112,553.947,564.5,1018.2,1.9579,1.0,217,0,545.521,1.0,579.375,1.0,545.521,1.0,158,0.0,0,0.2744,13.3
4026,50,dijkstra,225,225,518.404,476.5,1053.0,2.3644,1.0,233,0,532.364,1.0,504.444,1.0,532.364,1.0,116,0.0,0,,5.4
4015,10,mappo_on,45,405,548.673,521.5,1052.3,2.1431,1.0,277,0,618.933,1.0,540.867,1.0,618.933,1.0,29,0.0,0,0.4737,5.6
4026,100,mappo_on,450,0,420.14,403.0,807.0,2.0819,1.0,184,0,420.14,1.0,,,420.14,1.0,184,0.0,0,0.3692,15.9
4010,50,mappo_off,225,225,919.864,1112.0,1662.1,1.5536,1.0,294,0,1096.938,1.0,742.791,1.0,1096.938,1.0,168,0.0,0,0.5043,18.9
4027,75,mappo_on,338,112,639.031,609.0,1247.4,2.2078,1.0,269,0,673.941,1.0,533.679,1.0,673.941,1.0,208,0.0,0,0.5233,17.6
4020,50,mappo_on,225,225,244.869,215.0,449.0,2.4377,1.0,62,0,282.418,1.0,207.32,1.0,282.418,1.0,40,0.0,0,0.3811,6.2
4019,50,dijkstra,225,225,345.2,324.5,717.6,2.4978,1.0,165,0,348.084,1.0,342.316,1.0,348.084,1.0,87,0.0,0,,3.5
4017,75,mappo_off,338,112,367.558,313.0,757.0,2.5388,1.0,156,0,353.757,1.0,409.205,1.0,353.757,1.0,101,0.0,0,0.4351,10.5
4024,10,mappo_on,45,405,686.638,616.0,1332.3,2.2695,1.0,276,0,573.067,1.0,699.257,1.0,573.067,1.0,22,0.0,0,0.4673,4.9
4022,25,dijkstra,112,338,566.491,510.0,1109.4,2.4004,1.0,249,0,571.482,1.0,564.837,1.0,571.482,1.0,59,0.0,0,,3.2
4029,75,mappo_on,338,112,282.873,269.0,543.2,2.1825,1.0,102,0,301.393,1.0,226.982,1.0,301.393,1.0,88,0.0,0,0.3124,8.8
4025,50,mappo_off,225,225,562.113,540.0,1037.0,2.0444,1.0,220,0,544.72,1.0,579.507,1.0,544.72,1.0,101,0.0,0,0.2876,10.4
4015,10,mappo_off,45,405,548.673,521.5,1052.3,2.1431,1.0,277,0,618.933,1.0,540.867,1.0,618.933,1.0,29,0.0,0,0.4737,4.6
4019,75,dijkstra,338,112,332.391,295.0,664.1,2.5137,1.0,140,0,335.038,1.0,324.402,1.0,335.038,1.0,107,0.0,0,,3.5
4019,50,mappo_off,225,225,318.164,289.5,586.2,2.2636,1.0,138,0,348.933,1.0,287.396,1.0,348.933,1.0,85,0.0,0,0.471,7.0
4012,10,dijkstra,45,405,985.284,1089.5,1688.0,1.5806,1.0,356,0,983.911,1.0,985.437,1.0,983.911,1.0,35,0.0,0,,3.8
4027,100,dijkstra,450,0,654.007,590.0,1359.5,2.5197,1.0,247,0,654.007,1.0,,,654.007,1.0,247,0.0,0,,7.6
4026,10,mappo_on,45,405,500.462,458.5,1036.6,2.4146,1.0,229,0,408.111,1.0,510.723,1.0,408.111,1.0,16,0.0,0,0.5514,4.4
4018,50,mappo_off,225,225,325.942,268.5,690.1,2.7598,1.0,140,0,339.342,1.0,312.542,1.0,339.342,1.0,76,0.0,0,0.3775,6.8
4025,10,mappo_off,45,405,602.307,552.5,1197.0,2.3198,1.0,226,0,639.356,1.0,598.19,1.0,639.356,1.0,21,0.0,0,0.3333,4.8
4015,25,mappo_off,112,338,773.933,809.5,1305.1,1.7106,1.0,358,0,806.982,1.0,762.982,1.0,806.982,1.0,89,0.0,0,0.4759,8.5
4029,100,dijkstra,450,0,293.918,282.0,493.1,1.8514,1.0,106,0,293.918,1.0,,,293.918,1.0,106,0.0,0,,5.0
4013,75,mappo_on,338,112,575.233,571.0,1086.1,2.0842,1.0,250,0,589.536,1.0,532.071,1.0,589.536,1.0,188,0.0,0,0.3976,16.6
4018,100,mappo_on,450,0,297.642,268.5,577.1,2.2942,1.0,117,0,297.642,1.0,,,297.642,1.0,119,0.0,0,0.3482,10.4
4015,75,dijkstra,338,112,852.816,854.0,1438.4,1.7666,1.0,369,0,872.166,1.0,794.42,1.0,872.166,1.0,281,0.0,0,,9.7
4017,100,dijkstra,450,0,570.727,532.5,1149.3,2.266,1.0,246,0,570.727,1.0,,,570.727,1.0,248,0.0,0,,8.4
4015,100,mappo_on,450,0,539.164,539.0,1006.3,2.0334,1.0,254,0,539.164,1.0,,,539.164,1.0,254,0.0,0,0.358,17.2
4019,50,mappo_on,225,225,325.436,298.0,590.0,2.1965,1.0,140,0,360.844,1.0,290.027,1.0,360.844,1.0,88,0.0,0,0.4519,6.9
4014,25,mappo_on,112,338,305.349,305.0,518.1,1.8448,1.0,103,0,328.643,1.0,297.63,1.0,328.643,1.0,33,0.0,0,0.5857,4.0
4026,100,dijkstra,450,0,554.024,522.0,1130.2,2.3001,1.0,240,0,554.024,1.0,,,554.024,1.0,240,0.0,0,,8.8
4012,75,dijkstra,338,112,1261.958,1430.5,1971.0,1.4258,1.0,399,0,1277.725,1.0,1214.375,1.0,1277.74,1.0,296,0.0,0,,8.8
4026,75,mappo_on,338,112,429.029,404.5,825.3,2.1909,1.0,195,0,435.669,1.0,408.991,1.0,435.669,1.0,148,0.0,0,0.4083,12.4
4011,75,mappo_off,338,112,696.48,664.5,1300.3,2.0426,1.0,286,0,713.272,1.0,645.804,1.0,713.272,1.0,215,0.0,0,0.3364,17.6
4021,25,mappo_on,112,338,447.02,370.0,919.2,2.7072,1.0,189,0,444.241,1.0,447.941,1.0,444.241,1.0,44,0.0,0,0.4808,6.2
4019,100,mappo_on,450,0,333.742,309.0,623.1,2.1772,1.0,144,0,333.742,1.0,,,333.742,1.0,144,0.0,0,0.3816,10.9
4018,50,mappo_on,225,225,319.536,256.5,672.7,2.846,1.0,142,0,335.116,1.0,303.956,1.0,335.116,1.0,75,0.0,0,0.3661,7.6
4027,10,dijkstra,45,405,641.956,549.0,1359.3,2.6943,1.0,258,0,876.444,1.0,615.901,1.0,876.444,1.0,34,0.0,0,,3.1
4012,25,mappo_off,112,338,657.938,611.5,1245.2,2.1128,1.0,308,0,838.795,1.0,598.009,1.0,838.795,1.0,88,0.0,0,0.5578,10.2
4010,10,dijkstra,45,405,859.033,824.0,1545.1,1.9867,1.0,320,0,815.0,1.0,863.926,1.0,815.0,1.0,29,0.0,0,,4.0
4025,100,dijkstra,450,0,637.076,605.5,1222.0,2.2455,1.0,238,0,637.076,1.0,,,637.076,1.0,239,0.0,0,,13.5
4019,10,mappo_on,45,405,297.96,251.0,617.1,2.6709,1.0,132,0,409.622,1.0,285.553,1.0,409.622,1.0,20,0.0,0,0.4773,3.7
4021,50,mappo_off,225,225,429.507,367.5,893.1,2.5227,1.0,202,0,422.604,1.0,436.409,1.0,422.604,1.0,94,0.0,0,0.4181,10.2
4023,100,dijkstra,450,0,586.211,535.0,1146.0,2.3225,1.0,257,0,586.211,1.0,,,586.211,1.0,257,0.0,0,,7.8
4023,100,mappo_on,450,0,558.536,524.0,1079.1,2.1342,1.0,256,0,558.536,1.0,,,558.536,1.0,258,0.0,0,0.4455,22.3
4013,25,mappo_off,112,338,556.573,536.0,1085.2,2.1281,1.0,253,0,616.696,1.0,536.651,1.0,616.696,1.0,69,0.0,0,0.4433,9.0
4029,50,dijkstra,225,225,305.518,292.0,521.0,1.8512,1.0,121,0,304.68,1.0,306.356,1.0,304.68,1.0,64,0.0,0,,3.4
4025,25,mappo_on,112,338,575.393,574.0,1072.1,2.0002,1.0,229,0,585.375,1.0,572.086,1.0,585.375,1.0,58,0.0,0,0.3254,7.3
4013,100,mappo_off,450,0,578.853,579.5,1090.0,2.0634,1.0,261,0,578.853,1.0,,,578.853,1.0,261,0.0,0,0.4102,21.5
4017,10,mappo_off,45,405,487.873,425.5,1025.1,2.5653,1.0,229,0,359.644,1.0,502.121,1.0,359.644,1.0,17,0.0,0,0.4946,4.6
4025,10,dijkstra,45,405,600.12,550.0,1187.6,2.4052,1.0,232,0,618.644,1.0,598.062,1.0,618.644,1.0,25,0.0,0,,4.4
4028,100,mappo_off,450,0,739.196,722.0,1289.2,1.9026,1.0,301,0,739.196,1.0,,,739.196,1.0,302,0.0,0,0.4202,24.4
4013,75,dijkstra,338,112,577.662,522.5,1170.6,2.3502,1.0,249,0,579.373,1.0,572.5,1.0,579.373,1.0,177,0.0,0,,6.5
4022,25,mappo_on,112,338,551.624,494.0,1086.4,2.3983,1.0,246,0,530.402,1.0,558.657,1.0,530.402,1.0,60,0.0,0,0.5691,7.3
4026,25,mappo_on,112,338,459.556,396.5,959.1,2.4982,1.0,199,0,447.054,1.0,463.698,1.0,447.054,1.0,46,0.0,0,0.5361,7.2
4010,50,mappo_on,225,225,899.587,922.5,1504.0,1.726,1.0,353,0,972.533,1.0,826.64,1.0,972.533,1.0,171,0.0,0,0.4577,16.6
4020,100,mappo_off,450,0,252.416,205.0,472.5,2.5695,1.0,83,0,252.416,1.0,,,252.416,1.0,83,0.0,0,0.3095,9.9
4012,25,mappo_on,112,338,1136.353,1229.5,1821.4,1.5856,1.0,378,0,1380.455,1.0,1055.467,1.0,1380.455,1.0,96,0.0,0,0.5733,15.8
4021,50,mappo_on,225,225,406.451,349.0,831.9,2.5275,1.0,184,0,395.209,1.0,417.693,1.0,395.209,1.0,85,0.0,0,0.4139,9.7
4029,10,mappo_off,45,405,270.207,265.0,461.0,1.9245,1.0,85,0,281.733,1.0,268.926,1.0,281.733,1.0,11,0.0,0,0.3901,3.2
4015,25,dijkstra,112,338,791.362,792.5,1378.8,1.8309,1.0,360,0,863.107,1.0,767.589,1.0,863.107,1.0,94,0.0,0,,5.4
4013,50,dijkstra,225,225,589.849,536.0,1190.8,2.3708,1.0,255,0,583.947,1.0,595.751,1.0,583.947,1.0,123,0.0,0,,4.6
4020,75,mappo_off,338,112,271.038,235.5,493.0,2.2977,1.0,92,0,289.447,1.0,215.482,1.0,289.447,1.0,79,0.0,0,0.3699,8.5
4019,100,dijkstra,450,0,341.731,314.5,709.6,2.4882,1.0,141,0,341.731,1.0,,,341.731,1.0,142,0.0,0,,4.8
4027,50,dijkstra,225,225,636.142,553.5,1380.1,2.6148,1.0,252,0,643.471,1.0,628.813,1.0,643.471,1.0,128,0.0,0,,4.6
4013,50,mappo_off,225,225,577.936,527.0,1123.4,2.2819,1.0,248,0,614.813,1.0,541.058,1.0,614.813,1.0,121,0.0,0,0.4052,13.6
4028,25,mappo_off,112,338,754.942,727.5,1396.2,2.0489,1.0,319,0,809.589,1.0,736.834,1.0,809.589,1.0,80,0.0,0,0.4375,9.3
4022,50,dijkstra,225,225,571.127,497.0,1122.2,2.4656,1.0,252,0,584.613,1.0,557.64,1.0,584.613,1.0,129,0.0,0,,4.5
4018,75,mappo_off,338,112,311.936,267.0,611.2,2.4605,1.0,131,0,315.027,1.0,302.607,1.0,315.027,1.0,98,0.0,0,0.3926,9.2
4024,10,dijkstra,45,405,705.851,642.5,1388.1,2.2703,1.0,283,0,655.644,1.0,711.43,1.0,655.644,1.0,27,0.0,0,,2.8
4017,75,dijkstra,338,112,557.451,514.5,1123.1,2.3237,1.0,254,0,567.479,1.0,527.188,1.0,567.479,1.0,189,0.0,0,,6.9
4019,10,dijkstra,45,405,304.22,268.5,643.1,2.622,1.0,139,0,317.644,1.0,302.728,1.0,317.644,1.0,15,0.0,0,,1.9
4020,50,mappo_off,225,225,246.469,211.5,447.3,2.3809,1.0,67,0,283.289,1.0,209.649,1.0,283.289,1.0,42,0.0,0,0.3985,5.9
4014,100,mappo_off,450,0,289.382,274.0,554.2,2.2578,1.0,97,0,289.382,1.0,,,289.382,1.0,98,0.0,0,0.4071,9.8
4026,50,mappo_on,225,225,444.631,417.0,883.0,2.247,1.0,210,0,466.969,1.0,422.293,1.0,466.969,1.0,111,0.0,0,0.4744,8.8
4027,75,dijkstra,338,112,649.96,571.0,1392.2,2.5853,1.0,255,0,661.003,1.0,616.634,1.0,661.003,1.0,196,0.0,0,,6.1
4023,25,mappo_off,112,338,549.362,496.0,1097.2,2.3096,1.0,246,0,658.464,1.0,513.21,1.0,658.464,1.0,67,0.0,0,0.5719,5.6
4026,75,mappo_off,338,112,430.196,399.5,828.4,2.198,1.0,203,0,440.979,1.0,397.652,1.0,440.979,1.0,161,0.0,0,0.4238,10.1
4024,50,mappo_off,225,225,653.56,616.5,1192.1,2.078,1.0,272,0,625.12,1.0,682.0,1.0,625.12,1.0,124,0.0,0,0.5299,7.9
4011,50,mappo_off,225,225,707.62,697.0,1328.1,1.9836,1.0,285,0,763.898,1.0,651.342,1.0,763.898,1.0,146,0.0,0,0.3822,10.0
4012,75,mappo_on,338,112,1323.86,1470.5,2098.6,1.4557,1.0,363,0,1362.254,1.0,1207.991,1.0,1362.26,1.0,269,0.0,0,0.5379,25.8
