episode,updates_cumulative,updates_episode,algorithm,transitions_buffered,transitions_collected_episode,transitions_collected_cumulative,policy_loss,episode_return_total,avg_return_per_vehicle,value_loss,entropy,entropy_coef_effective,approx_kl,clip_fraction,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,critic_only_queued,route_decisions_total,route_candidate_count,route_feasible_candidate_count,route_actor_ownership_skips,route_no_feasible_candidates,route_choice_idx_0,route_choice_idx_1,route_choice_idx_2,route_choice_idx_3,route_valid_candidates_1,route_valid_candidates_2,route_valid_candidates_3,route_valid_candidates_4,route_choice_nonzero_rate,route_mean_valid_candidates,route_mean_logit_margin,route_mean_chosen_length_norm,route_mean_chosen_eta_norm,route_mean_chosen_density,route_mean_chosen_first_density,route_mean_balance_reward,route_mean_eta_delta_steps,route_mean_density_relief,route_mean_required_relief,route_selfless_detour_rate,route_bad_detour_rate,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,loop_events,safety_overrides,loop_prefilter_overrides,fragment_build_failures,fallback_overrides,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,lane_change_observe_abort_no_progress,lane_change_observe_abort_low_speed,lane_change_observe_abort_commit_window,pending_release_events_total,pending_release_abort_events_total,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,snapshot_cache_hits,shortest_path_cache_hits,override_ratio,override_events_total,override_event_loop_prefilter,override_event_cooldown_fallback,override_event_observe_abort_fallback,override_event_route_apply_fail,policy_masked_actions_removed,decision_pending_at_episode_end,mean_decision_latency_steps,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_observe_resolution_rate,tail_vehicles_over_p90_count,tail_completion_gap_steps,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,p95_to_p50_travel_ratio,fallback_rate_per_opened_decision,controlled_teleport_rate,skip_reason_forced_by_lane_commit,skip_reason_forced_single_path,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,coordination_pending_reservations_seeded,coordination_pressure_candidates_seen,coordination_pressure_candidates_rejected,lane_now_congestion_candidates_seen,lane_now_congestion_candidates_rejected,proactive_shift2_candidates_seen,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,lane_now_replan_releases,lane_now_replan_forced_alternative,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio,noncompletion_rate,uncontrolled_total_wait_steps,mean_uncontrolled_wait_per_step,route_detour_reward_congested_mean,route_detour_reward_light_mean,route_detour_congested_count,route_detour_light_count
0,1,1,mappo,0,1863,1863,-0.005214625511143822,-33144.53866898375,-138.10224445409895,0.47784808557480574,0.9309269711375237,0.15,0.0007057286363369997,0.09625262906774879,0.9916666666666667,471.84033613445376,493.75,684.15,4,2,0,238,0.0,0.0,1865.0,5287.0,5287.0,103549.0,0.0,835.0,485.0,389.0,156.0,396.0,168.0,649.0,652.0,0.5522788203753352,2.83485254691689,0.0025581618296556755,0.24258712964786602,0.03492975248068811,0.7962733044990665,0.8906976156331219,1.0466024158925893,11.744904493838149,0.07084333882050707,0.006012330290508282,0.5506702412868633,0.0016085790884718498,105414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,2,1.0492916821477225,12.266666412353516,0,281.0,2.0,2.0,0.0,24,282.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198699708204356,1.5218227848101262,0.0,0.008333333333333333,0.0,0.0,105414.0,9990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.008333333333333304,35389.0,36.111224489795916,1.8990403517810586,-0.14998799562454224,1028.0,2.0
1,2,1,mappo,0,1849,3712,-0.008871427595295245,-26466.2092603633,-110.27587191818041,0.27774137491360307,0.9230447970330715,0.14795918367346939,0.0005426187890407164,0.23254023946356028,0.9958333333333333,450.0083682008368,422.5,673.4000000000002,2,1,0,239,0.0,0.0,1850.0,5241.0,5241.0,98367.0,0.0,839.0,474.0,370.0,167.0,403.0,155.0,640.0,652.0,0.5464864864864865,2.832972972972973,0.04234912956888611,0.24283107933563156,0.03496487841815562,0.8011710690213619,0.8772342352981906,1.027139015649245,11.509349112897306,0.06977234531501762,0.005958896266216827,0.5448648648648649,0.0016216216216216215,100217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,1.0194704049844237,11.688888549804688,0,303.0,1.0,1.0,0.0,24,361.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19464536138751298,1.8698224852071006,0.0,0.004166666666666667,0.0,0.0,100217.0,9110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,4074.0,4.248175182481752,1.8835551585157109,-0.14998799562454224,1009.0,2.0
2,3,1,mappo,0,1844,5556,-0.01091360223654192,-27102.060843584597,-112.92525351493582,0.3397305440157652,0.924754036590457,0.14591836734693878,0.0022630244825450063,0.19032267783768475,0.9958333333333333,450.5313807531381,427.0,693.7,3,2,1,238,0.0,0.0,1845.0,5240.0,5240.0,98590.0,0.0,845.0,464.0,374.0,162.0,394.0,158.0,642.0,651.0,0.5420054200542005,2.8401084010840107,0.09243675946462446,0.24343834507271525,0.03505231772314727,0.804980658025034,0.8847170179673195,1.0254330990718301,11.540539760899737,0.06833152945387741,0.005963186666203048,0.5403794037940379,0.0016260162601626016,100435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,1.0141731675291574,12.0,0,266.0,1.0,2.0,0.0,24,359.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20495680499283409,1.7868852459016389,0.0,0.008333333333333333,0.0,0.0,100435.0,8758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,2202.0,2.277145811789038,1.8939680238069578,-0.14998799562454224,999.0,1.0
3,4,1,mappo,0,1839,7395,-0.011944301149924286,-26694.838830027464,-111.22849512511443,0.3107295399531722,0.9128458835184574,0.14387755102040817,0.003984860106356791,0.24839032627642155,0.9958333333333333,443.2154811715481,445.5,641.4000000000001,2,1,0,239,0.0,0.0,1840.0,5211.0,5211.0,96651.0,0.0,863.0,484.0,343.0,150.0,404.0,141.0,655.0,640.0,0.5309782608695652,2.8320652173913046,0.10737201644350654,0.24380434606143314,0.03510501765716902,0.8115537867638404,0.8862092697026167,1.0261207502848027,11.44473618787268,0.06982428939973509,0.005907398026821593,0.5293478260869565,0.0016304347826086956,98491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,1.0309923771173282,12.800000190734863,0,272.0,1.0,1.0,0.0,24,281.16666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18215752739033753,1.5462401795735128,0.0,0.004166666666666667,0.0,0.0,98491.0,7904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,2836.0,3.0429184549356223,1.9367816989900368,-0.14998799562454224,975.0,2.0
4,5,1,mappo,0,1814,9209,-0.009080335570615716,-27326.20650916027,-113.8591937881678,0.4171083513647318,0.914925079792738,0.14183673469387756,-0.0013641212005950365,0.2116743135266006,0.9958333333333333,451.98744769874475,468.0,666.1,2,1,0,239,0.0,0.0,1815.0,5149.0,5149.0,98739.0,0.0,779.0,485.0,382.0,169.0,401.0,131.0,646.0,637.0,0.5707988980716253,2.8369146005509642,0.1256652290191368,0.24637396522379448,0.03547501317109943,0.7994716052455987,0.8805600270587879,1.0401721695065786,12.118038390293595,0.06416667851709651,0.006140571560245548,0.5674931129476584,0.003305785123966942,100554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,0.9960408854711919,12.399999618530273,0,271.0,1.0,1.0,0.0,24,290.22916666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20434929540368674,1.5794871794871794,0.0,0.004166666666666667,0.0,0.0,100554.0,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,841.0,0.8572884811416922,1.826124239502601,-0.14998799562454224,1034.0,2.0
5,6,1,mappo,0,1804,11013,-0.008257500689069275,-16421.001622641754,-68.42084009434065,0.27657362120226026,0.9157051835209131,0.13979591836734692,0.0009408810328750405,0.17575756320729852,0.9958333333333333,396.7468619246862,396.0,557.1000000000001,2,1,0,239,0.0,0.0,1805.0,5126.0,5126.0,86238.0,0.0,778.0,487.0,386.0,154.0,387.0,146.0,641.0,631.0,0.5689750692520775,2.8398891966759003,0.15300524880660704,0.24680747748907253,0.035537433931268646,0.8177051855813599,0.8919888691723842,1.0393712873810277,12.2948608490899,0.0606142942531604,0.0061747837201079885,0.5673130193905818,0.0016620498614958448,88043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,0.9882355437215568,12.411110877990723,0,273.0,1.0,1.0,0.0,24,247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17562106516789622,1.5338383838383838,0.0,0.004166666666666667,0.0,0.0,88043.0,5773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,10124.0,11.504545454545454,1.828669748263528,-0.14998799562454224,1026.0,1.0
6,7,1,mappo,0,1804,12817,-0.009505724505288526,-21883.87137975462,-91.18279741564425,0.47033339086920023,0.9000390227884054,0.1377551020408163,7.744424465272459e-05,0.20748855639249086,1.0,422.8,390.5,643.0,0,0,0,240,0.0,0.0,1804.0,5107.0,5107.0,91729.0,0.0,766.0,495.0,385.0,158.0,403.0,128.0,644.0,629.0,0.5753880266075388,2.8309312638580932,0.18089208385789407,0.24723877316700116,0.03559953554124549,0.8205255069124601,0.8990336012150968,1.04265942513656,12.481262695762904,0.058539567445562705,0.006220190439212712,0.5748337028824834,0.0005543237250554324,93533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,0,1.0035905906008595,13.05555534362793,0,278.0,0.0,0.0,0.0,25,296.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17959034676232521,1.741485275288092,0.0,0.0,0.0,0.0,93533.0,4087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,1.813062933561554,0.8113408430226268,1037.0,1.0
7,8,1,mappo,0,1771,14588,-0.003284055579570122,-15077.597148422758,-62.82332145176149,0.26532541681081057,0.8920546397566795,0.1357142857142857,-0.00037168417247812613,0.21429806854575872,0.9958333333333333,399.19037656903765,363.5,576.5,2,1,0,239,0.0,0.0,1772.0,5014.0,5014.0,86798.0,0.0,722.0,538.0,352.0,160.0,401.0,120.0,631.0,620.0,0.59255079006772,2.829571106094808,0.18747177156230801,0.2491323346730414,0.03587218652727423,0.8322230302155833,0.9081570685338691,1.0522118684772166,12.808229964958088,0.05436980397774562,0.0063133376250263775,0.5919864559819413,0.000564334085778781,88570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,0.9768930752814776,12.777777671813965,0,282.0,1.0,1.0,0.0,24,270.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16934948709997943,1.6976616231086654,0.0,0.004166666666666667,0.0,0.0,88570.0,3166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,5531.0,6.228603603603603,1.7775685595207367,-0.14998799562454224,1049.0,1.0
8,9,1,mappo,0,1780,16368,-0.011935046459257137,-16979.334588672074,-70.74722745280032,0.3005997338332236,0.895220223814249,0.1336734693877551,0.0018102056096722663,0.2670708289369941,0.9958333333333333,399.75941422594144,376.0,573.7,2,1,0,239,0.0,0.0,1781.0,5063.0,5063.0,86773.0,0.0,719.0,526.0,381.0,155.0,387.0,130.0,640.0,624.0,0.596294216732173,2.842784952274003,0.220871251984251,0.249206904520619,0.035882923766188346,0.8156644836955028,0.8930611499323228,1.0412653851058997,12.73339974083705,0.05548515209218666,0.006331078420739812,0.592363840539023,0.0039303761931499155,88554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,0.9793208440817017,12.088889122009277,0,267.0,1.0,1.0,0.0,24,284.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18219931698121594,1.6881648936170213,0.0,0.004166666666666667,0.0,0.0,88554.0,5452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,245.0,0.27746319365798416,1.749805308363072,-0.14998799562454224,1060.0,2.0
9,10,1,mappo,0,1775,18143,-0.008762288009165786,-19561.1697908317,-81.50487412846542,0.45073223020881414,0.885222252458334,0.13163265306122449,0.0003171789719544904,0.20988483331166208,0.9958333333333333,409.3242677824268,367.0,583.3000000000001,2,1,0,239,0.0,0.0,1776.0,5039.0,5039.0,89170.0,0.0,741.0,493.0,391.0,151.0,387.0,127.0,650.0,612.0,0.5827702702702703,2.837274774774775,0.2669273156448276,0.24909557827941334,0.035866894090111866,0.8147308367329675,0.889852955815202,1.052948027756965,12.505755851397643,0.06058485202157778,0.006240072216790342,0.5805180180180181,0.0022522522522522522,90946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,337.5,337.5,337.5,1,1.0098455126364922,13.066666603088379,0,259.0,1.0,1.0,0.0,24,290.04166666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19080312243976283,1.6965940054495912,0.0,0.004166666666666667,0.0,0.0,90946.0,5359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.004166666666666652,903.0,1.0284738041002277,1.8105863245765914,-0.14998799562454224,1033.0,2.0
