checkpoint,seed,sample_idx,avg_travel_time,p50_travel_time,p90_travel_time,completion_rate,route_choice_nonzero_rate,baseline_avg_travel_time,baseline_p90_travel_time,greedy_ep74_avg_travel_time,greedy_ep74_p90_travel_time
ep149_final,6002,0,354.8066666666667,326.0,651.1,1.0,0.4369900271985494,329.1777777777778,671.2,347.6355555555556,670.3000000000001
ep149_final,6002,1,333.86,309.0,635.2000000000003,1.0,0.44227188081936686,329.1777777777778,671.2,347.6355555555556,670.3000000000001
ep149_final,6002,2,344.38,312.0,645.7000000000002,1.0,0.4301675977653631,329.1777777777778,671.2,347.6355555555556,670.3000000000001
ep149_final,6003,0,672.8022222222222,726.0,1206.0,1.0,0.5044929396662388,1166.5177777777778,1817.7000000000003,583.6977777777778,1086.5
ep149_final,6003,1,859.8444444444444,918.5,1426.2,1.0,0.5173913043478261,1166.5177777777778,1817.7000000000003,583.6977777777778,1086.5
ep149_final,6003,2,1493.7088888888889,1884.5,2343.7000000000003,1.0,0.5644471594379963,1166.5177777777778,1817.7000000000003,583.6977777777778,1086.5
ep149_final,6004,0,285.24888888888887,265.0,514.0,1.0,0.371,236.22222222222223,395.0,237.60444444444445,441.60000000000014
ep149_final,6004,1,278.7688888888889,246.0,513.1,1.0,0.3570701932858596,236.22222222222223,395.0,237.60444444444445,441.60000000000014
ep149_final,6004,2,282.92,261.0,516.1,1.0,0.35030549898167007,236.22222222222223,395.0,237.60444444444445,441.60000000000014
ep149_final,6005,0,645.6688888888889,632.0,1198.1,1.0,0.48270787343635024,675.9577777777778,1256.8000000000002,640.9622222222222,1201.4
ep149_final,6005,1,627.2688888888889,621.5,1170.1,1.0,0.46987951807228917,675.9577777777778,1256.8000000000002,640.9622222222222,1201.4
ep149_final,6005,2,650.6933333333334,620.5,1187.5,1.0,0.4929681717246484,675.9577777777778,1256.8000000000002,640.9622222222222,1201.4
ep149_final,6006,0,375.9711111111111,355.5,734.9000000000002,1.0,0.44919786096256686,404.76444444444445,897.0,354.4244444444444,705.3000000000001
ep149_final,6006,1,365.5022222222222,344.5,734.2,1.0,0.4296228150873965,404.76444444444445,897.0,354.4244444444444,705.3000000000001
ep149_final,6006,2,366.3644444444444,337.0,732.0,1.0,0.44757709251101324,404.76444444444445,897.0,354.4244444444444,705.3000000000001
ep149_final,6007,0,538.6022222222222,522.0,1008.3000000000001,1.0,0.464,570.1866666666666,1100.1,540.4333333333333,1028.1
ep149_final,6007,1,536.9622222222222,505.0,1016.1,1.0,0.4689213893967093,570.1866666666666,1100.1,540.4333333333333,1028.1
ep149_final,6007,2,534.04,527.0,992.2,1.0,0.49480968858131485,570.1866666666666,1100.1,540.4333333333333,1028.1
ep149_final,6008,0,307.5311111111111,268.5,603.4000000000001,1.0,0.39089481946624804,331.14444444444445,740.3000000000001,303.5466666666667,588.3000000000001
