episode,epsilon,replay,use_double_dqn,train_steps_cumulative,train_steps_episode,episode_mean_loss,last_batch_loss,episode_return_total,avg_return_per_vehicle,elite_buffer_size,elite_transitions_added_episode,elite_transitions_added_cumulative,elite_samples_drawn_episode,elite_samples_drawn_cumulative,replay_main_finalized_episode,replay_main_finalized_cumulative,replay_main_pending_timeout_episode,replay_main_pending_timeout_cumulative,replay_main_terminal_episode,replay_main_terminal_cumulative,replay_main_dropped_episode,replay_main_dropped_cumulative,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,teleported_controlled,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,loop_signal_events_total,loop_repeat_only_events,safety_overrides,loop_prefilter_overrides,fragment_build_failures,fallback_overrides,fallback_selected_total,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,lane_change_observe_abort_no_progress,lane_change_observe_abort_low_speed,lane_change_observe_abort_commit_window,pending_release_events_total,pending_release_abort_events_total,pending_release_timeout_events_total,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,override_event_loop_prefilter,override_event_cooldown_fallback,override_event_observe_abort_fallback,override_event_route_apply_fail,override_event_invalid_action,policy_masked_actions_removed,override_learning_transitions,cooldown_fallback_overrides,observe_abort_fallback_overrides,route_apply_fail_overrides,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,pending_open_observe_end,pending_open_route_end,pending_open_lane_now_end,pending_open_proactive_end,pending_open_active_monitoring_end,mean_pending_age_end_all,max_pending_age_end_all,mean_pending_age_end_active,max_pending_age_end_active,mean_pending_age_end_lane_now,max_pending_age_end_lane_now,mean_pending_stall_age_end,max_pending_stall_age_end,top_pending_end_edges,oldest_pending_summary,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,emergency_brake_due_to_leader,emergency_brake_due_to_congestion,emergency_brake_near_junction,emergency_brake_other_reason,emergency_brake_after_fallback,emergency_brake_after_proactive,emergency_brake_after_lane_now,emergency_brake_without_recent_decision,emergency_brake_rate_per_100_decisions,emergency_brake_rate_per_100_arrivals,emergency_brake_leader_share,emergency_brake_congestion_share,emergency_brake_junction_share,emergency_brake_other_share,emergency_brake_after_fallback_share,emergency_brake_after_proactive_share,emergency_brake_after_lane_now_share,emergency_brake_without_recent_decision_share,top_emergency_brake_edges,top_emergency_brake_vehicles,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,top_loop_signal_edges,top_loop_repeat_only_edges,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,skip_reason_forced_by_lane_commit,skip_reason_too_late_or_unreachable,skip_reason_forced_single_path,skip_reason_no_branch,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,lane_now_congestion_candidates_seen,lane_now_congestion_candidates_rejected,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio
287,0.055326862671220584,100000,0,52671,132,0.14530042846771804,0.1467452496290207,1358.1523741374012,13.581523741374012,25000,1320,78905,4224,1602112,1335,235429,2,2274,100,28720,16175,5868793,1.0,213.41,195.0,374.3,0,0,0,0,100,473.0,17863.0,1893.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,0.0,16.0,2.0,58.0,58.0,0.0,60.0,60.0,60.0,3.0,20.0,20.0,18.0,1.0,0.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,12446444.0,59935941.0,75.0,1345.0,0.03169572107765452,60.0,58.0,0.0,2.0,0.0,0.0,1716.0,120.0,0.0,2.0,0.0,60.0,60.0,0,0,0.0,11.019047619047619,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.684860322955992,124.01116250000001,118.73249999999999,205.40050000000005,0,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,397.0,73.0,0.0,247.0,77.0,11.0,5.0,381.0,0.0,20.97200211304807,397.0,0.18387909319899245,0.0,0.6221662468513854,0.19395465994962216,0.027707808564231738,0.012594458438287154,0.9596977329974811,0.0,47796089#4:15|309956784#3:14|196116986:13,116:9|119:9|122:9,0.0,0.0,1.0,0.9,0.0,10,264.8,0.0,0.0,0.0,16.0,0.0,long_horizon,-195743203#1:2|195743203#1:2|195743203#2:2,195743203#1:1|195743203#2:1,0.0,0.010482601713062098,0.023625000000000063,0.8615274803711634,0.0,0.0,0.9972144846796658,0.001671309192200557,0.0011142061281337048,0.3286289302281993,0.23333333333333334,2.294358974358974,0.0,0.03169572107765452,0.0,103.0,0.0,370.0,0.0,17863.0,2950.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1873.0,1870.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9983982915109451
288,0.05477359404450838,100000,0,52939,268,0.14421343589340574,0.19534832239151,-688.108689174049,-6.88108689174049,25000,0,78905,8576,1610688,474,235903,4,2278,100,28820,20111,5888904,0.98,248.72448979591837,174.5,441.39999999999964,11,5,5,3,95,457.0,21096.0,1903.0,1857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,46.0,46.0,0.0,48.0,48.0,48.0,44.0,32.0,32.0,30.0,2.0,0.0,0.0,46.0,2.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,46.0,0.0,12488434.0,60136283.0,82.0,1364.0,0.025223331581713086,48.0,46.0,0.0,2.0,0.0,0.0,1707.0,96.0,0.0,2.0,0.0,48.0,48.0,0,2,0.0,12.331179321486267,0,2,2,0,0,537.5,709.0,0.0,0.0,537.5,709.0,534.5,708.0,569369532#0:1|630828568:1,"136@569369532#0:age=709,stall=708,phase=route_pending,mode=lane_now,shift=0",1.4670086773464712,119.44961250000001,110.939375,210.28837499999997,2,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,416.0,72.0,0.0,278.0,66.0,3.0,6.0,406.0,1.0,21.86022070415134,424.48979591836735,0.17307692307692307,0.0,0.6682692307692307,0.15865384615384615,0.007211538461538462,0.014423076923076924,0.9759615384615384,0.002403846153846154,47796089#4:14|196116986:11|309956784#3:10,195:14|170:12|130:10,0.0,8.0,1.0,0.9375,0.0,10,751.9,0.0,0.0,0.0,3.0,0.0,long_horizon,-46583484#0:1|-46583484#4:1|-5672019#0:1,,0.0,0.018967493811787233,0.05209999999999996,0.8335684062059239,0.0,0.0,0.9744869661674986,0.024403771491957847,0.0011092623405435386,0.4618327577184722,0.06382978723404255,4.108022922636101,0.0,0.025223331581713086,0.05,101.0,0.0,356.0,0.0,21096.0,3149.0,4.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1871.0,1825.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9754142169962586
289,0.054225858104063294,100000,0,53100,161,0.14262978348487654,0.10133007168769836,-205.49048395741664,-2.0549048395741663,25000,0,78905,5152,1615840,477,236380,4,2282,99,28919,20272,5909176,0.99,272.020202020202,213.0,607.6,6,2,2,1,98,411.0,21213.0,1896.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,58.0,58.0,0.0,58.0,58.0,58.0,37.0,21.0,21.0,21.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,58.0,0.0,12530660.0,60344283.0,89.0,1396.0,0.03059071729957806,58.0,58.0,0.0,0.0,0.0,0.0,1790.0,116.0,0.0,0.0,0.0,58.0,58.0,0,1,0.0,13.210441334768568,0,1,1,0,0,221.0,221.0,0.0,0.0,221.0,221.0,216.0,216.0,-327917960#2:1,"159@-327917960#2:age=221,stall=216,phase=route_pending,mode=lane_now,shift=0",1.508938916622792,125.61062500000001,124.92312500000001,201.21787500000002,1,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,376.0,82.0,0.0,242.0,52.0,7.0,6.0,358.0,5.0,19.831223628691983,379.7979797979798,0.21808510638297873,0.0,0.6436170212765957,0.13829787234042554,0.018617021276595744,0.015957446808510637,0.9521276595744681,0.013297872340425532,-309956784#0:13|-5672019#0:13|196117056#0:13,128:12|192:12|115:11,0.0,3.0,1.0,1.0,0.0,10,516.1,0.0,0.0,0.0,9.0,0.0,long_horizon,-195743203#1:2|439801904#0:2|584850094:2,439801904#1:1,0.0,0.016060397447101873,0.04110250000000002,0.8353825136612022,0.0,0.0,0.9793986636971047,0.02060133630289532,0.0,0.4119051637803959,0.13793103448275862,3.349295774647887,0.0,0.03059071729957806,0.02,93.0,0.0,318.0,0.0,21213.0,3705.0,0.0,82.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1875.0,1837.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9797333333333333
290,0.05368359952302266,100000,0,53306,206,0.13769767834868246,0.12641896307468414,-356.47442253958286,-3.564744225395829,25000,0,78905,6592,1622432,490,236870,4,2286,99,29018,21459,5930635,0.98,261.7755102040816,199.0,507.9,11,7,7,5,93,435.0,22487.0,1935.0,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,12.0,2.0,43.0,43.0,0.0,45.0,45.0,45.0,49.0,19.0,19.0,17.0,2.0,0.0,0.0,53.0,4.0,49.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,49.0,43.0,0.0,12575438.0,60562071.0,92.0,1408.0,0.023255813953488372,45.0,43.0,0.0,2.0,0.0,0.0,1837.0,90.0,0.0,2.0,0.0,45.0,45.0,0,2,0.0,12.693411264612115,0,2,2,0,0,221.5,359.0,0.0,0.0,221.5,359.0,220.0,356.0,-420882493:1|569369532#1:1,"108@569369532#1:age=359,stall=356,phase=route_pending,mode=lane_now,shift=0",1.5956355981621448,132.6325875,133.79062499999998,211.8075,2,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,402.0,75.0,0.0,278.0,49.0,6.0,7.0,388.0,1.0,20.775193798449614,410.2040816326531,0.1865671641791045,0.0,0.6915422885572139,0.12189054726368159,0.014925373134328358,0.017412935323383085,0.9651741293532339,0.0024875621890547263,196116986:11|47796089#4:11|-47796089#5:9,159:12|155:11|199:10,0.0,9.0,1.0,0.8947368421052632,0.0,10,543.0,0.0,0.0,0.0,12.0,0.0,long_horizon,402097158#2:2|-402097158#2:1|-46583484#0:1,-402097158#2:2,0.0,0.0105686487854251,0.023819999999999793,0.8589743589743589,0.0,0.0,0.9711328976034859,0.026688453159041396,0.002178649237472767,0.403830886061449,0.23809523809523808,3.5665829145728645,0.0,0.023255813953488372,0.07,100.0,0.0,335.0,0.0,22487.0,4690.0,1.0,72.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,1916.0,1865.0,4.0,0.0,2.0,0.0,2.0,1.0,0.8947368421052632,0.9733820459290188
291,0.053146763527792434,100000,0,53597,291,0.13987374825473503,0.14718076586723328,-761.4986328090106,-7.614986328090106,25000,0,78905,9312,1631744,469,237339,12,2298,100,29118,22353,5952988,0.99,274.54545454545456,237.0,420.80000000000007,7,3,3,2,97,477.0,23469.0,1957.0,1891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,25.0,25.0,0.0,26.0,26.0,26.0,65.0,14.0,14.0,13.0,0.0,0.0,1.0,66.0,1.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,25.0,0.0,12622175.0,60786219.0,80.0,1400.0,0.013285641287685232,26.0,25.0,0.0,1.0,0.0,0.0,1833.0,52.0,0.0,1.0,0.0,26.0,26.0,0,1,0.0,11.92490745637229,0,1,1,0,0,1046.0,1046.0,0.0,0.0,1046.0,1046.0,1044.0,1044.0,-420882495#1:1,"122@-420882495#1:age=1046,stall=1044,phase=route_pending,mode=lane_now,shift=0",1.6618561252504924,130.7096125,134.41812500000003,193.05537500000003,1,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,415.0,83.0,0.0,278.0,54.0,5.0,4.0,405.0,1.0,21.205927439959122,419.19191919191917,0.2,0.0,0.6698795180722892,0.13012048192771083,0.012048192771084338,0.00963855421686747,0.9759036144578314,0.0024096385542168677,309956784#3:12|196116986:11|196116971:10,155:10|183:10|185:10,0.0,4.0,1.0,0.9285714285714286,0.0,10,637.5,0.0,0.0,0.0,9.0,0.0,long_horizon,-46583484#4:3|-46583484#0:2|46583484#4:2,,0.0,0.011345393494240893,0.016043750000000065,0.849931787175989,0.0,0.0,0.9644588045234249,0.03500269251480883,0.0005385029617662897,0.40260069421217315,0.23076923076923078,3.7729957805907164,0.0,0.013285641287685232,0.03,110.0,0.0,367.0,0.0,23469.0,3112.0,0.0,56.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1943.0,1877.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9660319094184251
292,0.052615295892514506,100000,0,53931,334,0.1400523823044614,0.2003197968006134,-1033.9061639429397,-10.339061639429396,25000,0,78905,10688,1642432,543,237882,2,2300,100,29218,19924,5972912,0.97,225.10309278350516,185.0,414.0000000000001,6,3,3,0,97,382.0,20844.0,2029.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,89.0,0.0,89.0,5.0,99.0,99.0,0.0,100.0,100.0,100.0,19.0,16.0,16.0,15.0,1.0,0.0,0.0,20.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,99.0,0.0,12663660.0,60992278.0,85.0,1562.0,0.04928536224741252,100.0,99.0,0.0,1.0,0.0,0.0,1832.0,200.0,0.0,1.0,0.0,100.0,100.0,1,2,0.0,11.673804780876495,0,2,2,0,0,1270.5,1455.0,0.0,0.0,1270.5,1455.0,1264.5,1444.0,204085730#2:1|444907552#2:1,"158@444907552#2:age=1455,stall=1444,phase=route_pending,mode=lane_now,shift=0",0.9472617437910159,123.0106875,118.65562500000001,194.47737500000008,2,1.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,433.0,72.0,0.0,293.0,68.0,10.0,3.0,418.0,2.0,21.34056185312962,446.3917525773196,0.16628175519630484,0.0,0.6766743648960739,0.15704387990762125,0.023094688221709007,0.006928406466512702,0.9653579676674365,0.004618937644341801,-46583484#0:24|47796089#4:18|196116986:14,120:38|128:13|118:12,0.0,5.0,1.0,0.9375,0.0,11,497.3636363636364,0.0,0.0,0.0,89.0,0.0,long_horizon,-46583484#1:42|46583484#1:38|-46583484#4:2,46583484#1:3|-46583484#1:2,0.0,0.016168009461237632,0.059350000000000125,0.7670141017780503,0.0,0.0,0.9896265560165975,0.009854771784232365,0.0005186721991701245,0.3587628865979382,0.51,2.7491891891891855,0.01,0.04928536224741252,0.03,92.0,0.0,290.0,0.0,20844.0,2834.0,0.0,60.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,2013.0,1992.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9895678092399404
293,0.052089142933589364,100000,0,54128,197,0.14191268887465375,0.1218099594116211,727.43377745866,7.274337774586599,25000,0,78905,6304,1648736,896,238778,3,2303,100,29318,18306,5991218,0.99,229.4848484848485,193.0,402.0,2,1,1,0,99,443.0,19714.0,1819.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,26.0,26.0,0.0,28.0,28.0,28.0,18.0,15.0,15.0,13.0,2.0,0.0,0.0,20.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,12702888.0,61179632.0,81.0,1295.0,0.015393073117097306,28.0,26.0,0.0,2.0,0.0,0.0,1582.0,56.0,0.0,2.0,0.0,28.0,28.0,0,1,0.0,12.25611111111111,0,1,1,0,0,79.0,79.0,0.0,0.0,79.0,79.0,78.0,78.0,-418371676#10:1,"164@-418371676#10:age=79,stall=78,phase=route_pending,mode=lane_now,shift=0",1.7386508268022651,124.65917500000002,117.02312500000001,210.09150000000002,1,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,381.0,71.0,0.0,259.0,51.0,3.0,6.0,371.0,1.0,20.945574491478833,384.8484848484849,0.18635170603674542,0.0,0.6797900262467191,0.13385826771653545,0.007874015748031496,0.015748031496062992,0.973753280839895,0.0026246719160104987,309956784#3:14|196117056#0:12|-630828563#0:10,194:14|153:11|180:11,0.0,2.0,1.0,0.8666666666666667,0.0,10,388.0,0.0,0.0,0.0,6.0,0.0,long_horizon,-46583484#4:2|46583484#1:2|-46583484#1:1,-46583484#1:1,0.0,0.010987619309838473,0.023824999999999985,0.8348017621145375,0.0,0.0,0.9883720930232558,0.010465116279069767,0.0011627906976744186,0.3629445562629241,0.17857142857142858,2.3720207253885994,0.0,0.015393073117097306,0.01,78.0,0.0,365.0,0.0,19714.0,2825.0,1.0,78.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1804.0,1785.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9894678492239468
294,0.05156825150425347,100000,0,54296,168,0.13753342082990067,0.10640919953584671,380.786671379412,3.80786671379412,25000,0,78905,5376,1654112,1021,239799,9,2312,99,29417,17833,6009051,0.99,225.23232323232324,194.0,485.20000000000005,2,1,1,0,99,363.0,19290.0,1883.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,30.0,0.0,30.0,5.0,57.0,57.0,0.0,58.0,58.0,58.0,22.0,17.0,17.0,16.0,1.0,0.0,0.0,23.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,57.0,0.0,12741267.0,61370484.0,86.0,1434.0,0.030801911842804036,58.0,57.0,0.0,1.0,0.0,0.0,1712.0,116.0,0.0,1.0,0.0,58.0,58.0,0,1,0.0,11.44731182795699,0,1,1,0,0,267.0,267.0,0.0,0.0,267.0,267.0,267.0,267.0,305323028#2:1,"136@305323028#2:age=267,stall=267,phase=route_pending,mode=lane_now,shift=99",1.5231862957687936,124.04452500000001,123.69375,186.24987500000003,1,0.0,0.0,0.0,0.0,0.004161060680374058,3.639010190963745,0,380.0,76.0,0.0,256.0,48.0,2.0,8.0,370.0,0.0,20.1805629314923,383.83838383838383,0.2,0.0,0.6736842105263158,0.12631578947368421,0.005263157894736842,0.021052631578947368,0.9736842105263158,0.0,196116986:13|-46583484#0:10|630828570#3:10,115:14|187:10|136:9,0.0,2.0,1.0,0.9411764705882353,0.0,10,414.6,0.0,0.0,0.0,30.0,0.0,long_horizon,-46583484#1:7|46583484#1:7|-46583484#4:5,-46583484#1:3|-5670859#0:1|46583484#1:1,0.0,0.016144328652816297,0.04600000000000003,0.8238031914893617,0.0,0.0,0.9871003925967471,0.012338754907459339,0.0005608524957936063,0.3637595798327702,0.40350877192982454,2.9494845360824744,0.0,0.030801911842804036,0.01,84.0,0.0,279.0,0.0,19290.0,2503.0,1.0,66.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1866.0,1843.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9876741693461951
295,0.051052568989210935,100000,0,54527,231,0.13942790973238098,0.12435279041528702,-748.7408703131706,-7.487408703131706,25000,0,78905,7392,1661504,468,240267,8,2320,100,29517,22108,6031159,0.98,283.0,224.0,492.0999999999998,7,3,3,1,97,431.0,23178.0,1874.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,8.0,0.0,8.0,2.0,36.0,36.0,0.0,36.0,36.0,36.0,56.0,15.0,15.0,15.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,36.0,0.0,12787419.0,61588498.0,48.0,1395.0,0.0192102454642476,36.0,36.0,0.0,0.0,0.0,0.0,1703.0,72.0,0.0,0.0,0.0,36.0,36.0,0,2,0.0,13.493942731277533,0,2,2,0,0,586.0,647.0,0.0,0.0,586.0,647.0,582.0,644.0,-550514517#2:1|402097158#0:1,"105@-550514517#2:age=647,stall=644,phase=route_pending,mode=lane_now,shift=0",1.5877807748729427,125.6569875,117.54625,209.13025000000005,2,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,428.0,73.0,0.0,299.0,56.0,5.0,10.0,413.0,0.0,22.838847385272146,436.734693877551,0.1705607476635514,0.0,0.6985981308411215,0.1308411214953271,0.011682242990654205,0.02336448598130841,0.9649532710280374,0.0,309956784#3:14|196116986:10|-402097158#0:9,192:13|169:12|103:10,0.0,5.0,1.0,1.0,0.0,10,681.9,1.0,0.0,0.0,8.0,0.0,long_horizon,-46583484#4:2|-196117044#0:1|-420882495#0:1,-420882495#0:1|569369535#0:1,0.0,0.01191325170257603,0.023824999999999985,0.8263305322128851,0.0,0.0,0.9683972911963883,0.03160270880361174,0.0,0.42128427054098494,0.19444444444444445,4.008258928571425,0.0,0.0192102454642476,0.03,94.0,0.0,337.0,0.0,23178.0,2846.0,0.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1859.0,1801.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9688004303388918
296,0.05054204329931883,100000,0,54759,232,0.14074943205020551,0.14243799448013306,-1549.604331502034,-15.49604331502034,25000,0,78905,7424,1668928,428,240695,2,2322,100,29617,21894,6053053,0.92,259.2608695652174,189.0,511.8000000000002,21,10,10,2,90,398.0,22892.0,1816.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,53.0,53.0,0.0,55.0,55.0,55.0,71.0,21.0,21.0,19.0,2.0,0.0,0.0,73.0,2.0,71.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,53.0,0.0,12832989.0,61805145.0,83.0,1335.0,0.0302863436123348,55.0,53.0,0.0,2.0,0.0,0.0,1720.0,110.0,0.0,2.0,0.0,55.0,55.0,0,8,0.0,14.070811744386875,0,8,8,0,0,546.25,978.0,0.0,0.0,546.25,978.0,541.5,969.0,-444907552#1:2|-402097158#1:1|420877073:1,"168@gneE6:age=978,stall=969,phase=route_pending,mode=lane_now,shift=0",1.4049826238839553,115.17991250000001,106.09312499999999,193.58187500000003,8,0.0,0.0,0.0,0.0,0.004161060680374056,3.639010190963745,0,386.0,59.0,0.0,270.0,57.0,10.0,12.0,362.0,2.0,21.255506607929515,419.5652173913044,0.15284974093264247,0.0,0.6994818652849741,0.14766839378238342,0.025906735751295335,0.031088082901554404,0.9378238341968912,0.0051813471502590676,196117056#0:13|-47796089#5:9|196116986:9,131:10|161:10|110:9,0.0,18.0,1.0,0.9047619047619048,0.0,10,642.5,0.0,0.0,0.0,10.0,0.0,long_horizon,439801904#0:2|439801904#1:2|-46583484#4:1,,0.0,0.01208725841088046,0.030874999999999986,0.8396564065855404,0.0,0.0,0.9573099415204679,0.04152046783625731,0.0011695906432748538,0.4378668455475432,0.14545454545454545,4.370899470899474,0.0,0.0302863436123348,0.1,101.0,0.0,297.0,0.0,22892.0,4415.0,0.0,72.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1795.0,1716.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9559888579387187
