episode,epsilon,replay,use_double_dqn,train_steps_cumulative,train_steps_episode,episode_mean_loss,last_batch_loss,episode_return_total,avg_return_per_vehicle,elite_buffer_size,elite_transitions_added_episode,elite_transitions_added_cumulative,elite_samples_drawn_episode,elite_samples_drawn_cumulative,replay_main_finalized_episode,replay_main_finalized_cumulative,replay_main_pending_timeout_episode,replay_main_pending_timeout_cumulative,replay_main_terminal_episode,replay_main_terminal_cumulative,replay_main_dropped_episode,replay_main_dropped_cumulative,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,teleported_controlled,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,loop_signal_events_total,loop_repeat_only_events,safety_overrides,loop_prefilter_overrides,fragment_build_failures,fallback_overrides,fallback_selected_total,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,lane_change_observe_abort_no_progress,lane_change_observe_abort_low_speed,lane_change_observe_abort_commit_window,pending_release_events_total,pending_release_abort_events_total,pending_release_timeout_events_total,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,override_event_loop_prefilter,override_event_cooldown_fallback,override_event_observe_abort_fallback,override_event_route_apply_fail,override_event_invalid_action,policy_masked_actions_removed,override_learning_transitions,cooldown_fallback_overrides,observe_abort_fallback_overrides,route_apply_fail_overrides,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,pending_open_observe_end,pending_open_route_end,pending_open_lane_now_end,pending_open_proactive_end,pending_open_active_monitoring_end,mean_pending_age_end_all,max_pending_age_end_all,mean_pending_age_end_active,max_pending_age_end_active,mean_pending_age_end_lane_now,max_pending_age_end_lane_now,mean_pending_stall_age_end,max_pending_stall_age_end,top_pending_end_edges,oldest_pending_summary,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,emergency_brake_due_to_leader,emergency_brake_due_to_congestion,emergency_brake_near_junction,emergency_brake_other_reason,emergency_brake_after_fallback,emergency_brake_after_proactive,emergency_brake_after_lane_now,emergency_brake_without_recent_decision,emergency_brake_rate_per_100_decisions,emergency_brake_rate_per_100_arrivals,emergency_brake_leader_share,emergency_brake_congestion_share,emergency_brake_junction_share,emergency_brake_other_share,emergency_brake_after_fallback_share,emergency_brake_after_proactive_share,emergency_brake_after_lane_now_share,emergency_brake_without_recent_decision_share,top_emergency_brake_edges,top_emergency_brake_vehicles,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,top_loop_signal_edges,top_loop_repeat_only_edges,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,skip_reason_forced_by_lane_commit,skip_reason_too_late_or_unreachable,skip_reason_forced_single_path,skip_reason_no_branch,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,lane_now_congestion_candidates_seen,lane_now_congestion_candidates_rejected,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio
66,0.5099857462495653,97487,0,11860,169,0.21794087982036658,0.21962814033031464,-731.533185359652,-7.315331853596519,6290,0,6290,5408,296160,478,49135,6,547,100,6685,23412,1510274,0.98,281.7755102040816,226.0,555.0999999999999,6,2,2,0,98,499.0,24420.0,2023.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,66.0,66.0,0.0,70.0,70.0,70.0,44.0,31.0,31.0,25.0,4.0,0.0,2.0,50.0,6.0,44.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,44.0,66.0,0.0,3176444.0,15085828.0,816.0,716.0,0.03460207612456748,70.0,66.0,0.0,4.0,0.0,0.0,1872.0,142.0,8.0,4.0,0.0,72.0,70.0,0,2,0.0,12.684050632911392,0,2,2,0,0,309.5,378.0,0.0,0.0,309.5,378.0,306.5,374.0,420877067:1|524569322#1:1,"134@524569322#1:age=378,stall=374,phase=route_pending,mode=lane_now,shift=0",1.4337672118523646,129.42201250000002,123.90875,213.01512500000004,2,0.0,0.0,0.0,0.0,0.004161060680374058,3.639010190963745,0,444.0,74.0,0.0,306.0,64.0,9.0,17.0,417.0,1.0,21.94760257043994,453.0612244897959,0.16666666666666666,0.0,0.6891891891891891,0.14414414414414414,0.02027027027027027,0.038288288288288286,0.9391891891891891,0.0022522522522522522,309956784#3:19|-418371676#0:7|-5672019#0:7,145:14|110:12|107:11,0.0,4.0,1.0,0.8064516129032258,0.0,10,481.20000000000005,0.0,0.0,0.0,15.0,0.0,long_horizon,-47796089#6:2|46583484#6:2|-402097158#1:1,5672660:1,0.0,0.025241730857451454,0.05675000000000004,0.8144946808510638,0.0,0.0,0.974025974025974,0.022857142857142857,0.003116883116883117,0.37117005127538105,0.21739130434782608,2.7621681415929187,0.0,0.03460207612456748,0.02,104.0,0.0,395.0,0.0,24420.0,3881.0,11.0,75.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,1992.0,1946.0,6.0,0.0,4.0,0.0,2.0,0.0,0.9354838709677419,0.9769076305220884
67,0.5048858887870696,99145,0,12016,156,0.20504996008597887,0.19732441008090973,378.9926795968881,3.789926795968881,6290,0,6290,4992,301152,1048,50183,7,554,100,6785,20271,1530545,1.0,267.23,240.0,477.0,3,1,1,1,99,486.0,21798.0,2063.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,12.0,0.0,12.0,5.0,57.0,57.0,0.0,60.0,60.0,60.0,11.0,28.0,28.0,24.0,3.0,0.0,0.0,14.0,3.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,57.0,0.0,3219843.0,15295896.0,816.0,761.0,0.029083858458555503,60.0,57.0,0.0,3.0,0.0,0.0,1809.0,120.0,0.0,3.0,0.0,60.0,60.0,0,0,0.0,12.568713450292398,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.4058551132223993,132.3460375,124.27687499999999,218.86100000000002,0,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,474.0,61.0,3.0,347.0,63.0,3.0,15.0,454.0,2.0,22.976248182258846,474.0,0.12869198312236288,0.006329113924050633,0.7320675105485233,0.13291139240506328,0.006329113924050633,0.03164556962025317,0.9578059071729957,0.004219409282700422,196116986:13|309956784#3:11|-196116986:8,109:13|115:10|161:10,0.0,1.0,1.0,0.8571428571428571,0.0,11,359.72727272727275,0.0,0.0,0.0,12.0,0.0,long_horizon,-196117044#0:3|-46583484#1:2|46583484#1:2,-569369532#0:2|-195743203#4:1|455674352:1,0.0,0.03955392879278771,0.05209999999999983,0.8180645161290323,0.0,0.0,0.9928789420142421,0.005595116988809766,0.001525940996948118,0.34706245556262405,0.22033898305084745,2.3743749999999992,0.0,0.029083858458555503,0.01,106.0,0.0,380.0,0.0,21798.0,3625.0,1.0,68.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,2035.0,2024.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.9945945945945946
68,0.4998370298991989,100000,0,12174,158,0.21182438325655611,0.17926917970180511,74.48785985006654,0.7448785985006654,6290,0,6290,5056,306208,1030,51213,11,565,100,6885,19995,1550540,1.0,261.54,237.5,465.80000000000007,2,2,2,2,98,452.0,21512.0,2012.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.0,0.0,13.0,3.0,73.0,73.0,0.0,75.0,75.0,75.0,22.0,24.0,24.0,22.0,0.0,0.0,2.0,25.0,3.0,22.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,22.0,73.0,0.0,3262671.0,15500832.0,765.0,795.0,0.037276341948310136,75.0,73.0,0.0,2.0,0.0,0.0,1785.0,150.0,0.0,2.0,0.0,75.0,75.0,0,0,0.0,12.164404223227752,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.404183225298459,128.431275,114.86,210.11875,0,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,417.0,59.0,1.0,293.0,64.0,4.0,8.0,404.0,1.0,20.725646123260436,417.0,0.14148681055155876,0.002398081534772182,0.7026378896882494,0.15347721822541965,0.009592326139088728,0.019184652278177457,0.9688249400479616,0.002398081534772182,309956784#3:16|196116986:12|47796089#4:12,113:11|154:11|164:10,0.0,2.0,1.0,0.9166666666666666,0.0,10,332.1,0.0,0.0,0.0,13.0,0.0,long_horizon,-5672019#0:2|-195743203#1:1|-196117044#0:1,-47796089#6:1|460596360#1:1|584850101:1,0.0,0.03491929190354563,0.05836750000000018,0.8145738451528952,0.0,0.0,0.9869383490073145,0.011494252873563218,0.001567398119122257,0.33935688613596393,0.18666666666666668,2.1837894736842105,0.0,0.037276341948310136,0.02,102.0,0.0,350.0,0.0,21512.0,2821.0,1.0,61.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,24.0,1988.0,1965.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.988430583501006
69,0.49483865960020695,100000,0,12312,138,0.2070892063387926,0.1878238320350647,144.68841194605835,1.4468841194605835,6290,0,6290,4416,310624,967,52180,16,581,99,6984,18729,1569269,0.99,240.55555555555554,208.0,490.80000000000007,4,2,2,1,98,500.0,20148.0,1981.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,0.0,17.0,5.0,61.0,61.0,0.0,65.0,65.0,65.0,28.0,29.0,29.0,25.0,4.0,0.0,0.0,32.0,4.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,61.0,0.0,3302769.0,15698258.0,764.0,717.0,0.03281171125694094,65.0,61.0,0.0,4.0,0.0,0.0,1701.0,130.0,0.0,4.0,0.0,65.0,65.0,0,1,0.0,11.278688524590164,0,1,1,0,0,255.0,255.0,0.0,0.0,255.0,255.0,253.0,253.0,402097158#2:1,"150@402097158#2:age=255,stall=253,phase=route_pending,mode=lane_now,shift=0",1.4315683690264949,120.31916249999999,133.44937500000003,193.50237500000003,1,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,413.0,65.0,2.0,283.0,63.0,9.0,14.0,390.0,0.0,20.848056537102472,417.17171717171715,0.15738498789346247,0.004842615012106538,0.6852300242130751,0.15254237288135594,0.021791767554479417,0.03389830508474576,0.9443099273607748,0.0,47796089#4:10|-418371676#0:9|418371676#12:9,125:12|164:12|130:11,0.0,3.0,1.0,0.8620689655172413,0.0,10,381.1,0.0,0.0,0.0,17.0,0.0,long_horizon,-46583484#4:2|-195743203#1:1|-195743203#3:1,-195743203#1:2|-195743203#0:1|-68668535:1,0.0,0.02997405449599333,0.05006999999999989,0.8141775636613903,0.0,0.0,0.9830148619957537,0.014861995753715499,0.0021231422505307855,0.3771292602701377,0.2698412698412698,2.737980769230769,0.0,0.03281171125694094,0.02,91.0,0.0,409.0,0.0,20148.0,3228.0,1.0,73.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,1952.0,1923.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.9851434426229508
70,0.4898902730042049,100000,0,12488,176,0.20432940946722572,0.2021971046924591,-1607.867120812025,-16.078671208120248,6290,0,6290,5632,316256,534,52714,11,592,100,7084,25909,1595178,0.98,303.5816326530612,244.0,613.6999999999998,5,2,2,0,98,454.0,27074.0,2161.0,2082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,0.0,12.0,4.0,73.0,73.0,0.0,80.0,80.0,80.0,76.0,33.0,33.0,26.0,4.0,0.0,3.0,84.0,8.0,76.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,76.0,73.0,0.0,3356722.0,15943995.0,828.0,879.0,0.03701989819527996,80.0,73.0,0.0,7.0,0.0,0.0,2053.0,160.0,0.0,7.0,0.0,80.0,80.0,0,2,0.0,12.263208453410183,0,2,2,0,0,246.0,372.0,0.0,0.0,246.0,372.0,242.5,368.0,5670859#6:1|569369532#0:1,"130@5670859#6:age=372,stall=368,phase=route_pending,mode=lane_now,shift=0",1.4130222756661848,134.692025,141.49375000000003,200.21712500000004,2,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,441.0,76.0,0.0,302.0,63.0,7.0,12.0,421.0,1.0,20.40721888014808,450.0,0.17233560090702948,0.0,0.6848072562358276,0.14285714285714285,0.015873015873015872,0.027210884353741496,0.9546485260770975,0.0022675736961451248,47796089#4:12|-418371676#0:11|309956784#3:11,108:11|128:11|139:11,0.0,4.0,1.0,0.7878787878787878,0.0,10,550.2,0.0,0.0,0.0,12.0,0.0,long_horizon,-196117044#0:2|-47796089#6:2|-420881464#0:1,-195743203#3:1|-47796089#6:1|439801904#1:1,0.0,0.02060398549827283,0.04721250000000006,0.8334328358208956,0.0,0.0,0.9593417231364957,0.036786060019361085,0.003872216844143272,0.3601467006082457,0.18181818181818182,3.249999999999999,0.0,0.03701989819527996,0.02,104.0,0.0,350.0,0.0,27074.0,3864.0,1.0,82.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,33.0,2128.0,2049.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,0.962875939849624
71,0.48499137027416284,100000,0,12693,205,0.1950372494212011,0.20130234956741333,-1380.664483861779,-13.80664483861779,6290,0,6290,6560,322816,455,53169,11,603,100,7184,21605,1616783,0.94,245.11702127659575,197.5,465.80000000000007,18,8,8,2,92,372.0,22648.0,1865.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.0,0.0,23.0,2.0,62.0,62.0,0.0,63.0,63.0,63.0,65.0,30.0,30.0,29.0,1.0,0.0,0.0,66.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,62.0,0.0,3401807.0,16152415.0,736.0,757.0,0.033780160857908845,63.0,62.0,0.0,1.0,0.0,0.0,1769.0,126.0,0.0,1.0,0.0,63.0,63.0,0,6,0.0,12.820512820512821,0,6,6,0,0,266.3333333333333,403.0,0.0,0.0,266.3333333333333,403.0,261.8333333333333,402.0,5668986#4:2|-309956784#2:1|-47796089#5:1,"159@5668986#4:age=403,stall=402,phase=route_pending,mode=lane_now,shift=0",1.3428880843883833,118.39057499999998,121.89187499999998,199.59762500000005,6,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,387.0,63.0,1.0,268.0,55.0,8.0,18.0,361.0,0.0,20.750670241286862,411.70212765957444,0.16279069767441862,0.002583979328165375,0.6925064599483204,0.1421188630490956,0.020671834625323,0.046511627906976744,0.9328165374677002,0.0,309956784#3:12|196116986:11|47796089#4:8,122:11|179:11|106:10,0.0,14.0,1.0,0.9666666666666667,0.0,10,430.29999999999995,0.0,0.0,0.0,23.0,0.0,long_horizon,-195743203#4:3|-47796089#6:2|195743203#4:2,-195743203#3:1|-195743203#4:1,0.0,0.033893960461893115,0.049762499999999876,0.8277511961722488,0.0,0.0,0.9625,0.036931818181818184,0.0005681818181818182,0.36608515624783555,0.3225806451612903,2.74025316455696,0.0,0.033780160857908845,0.08,73.0,0.0,299.0,0.0,22648.0,2096.0,0.0,68.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1835.0,1764.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9613079019073569
72,0.4801414565714212,100000,0,12880,187,0.20078939175542027,0.2258380651473999,-99.23645949470857,-0.9923645949470857,6290,0,6290,5984,328800,978,54147,16,619,100,7284,20887,1637670,0.97,264.58762886597935,229.0,476.2000000000001,9,3,3,0,97,461.0,22409.0,1977.0,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,10.0,4.0,51.0,51.0,0.0,52.0,52.0,52.0,29.0,28.0,28.0,26.0,1.0,0.0,0.0,30.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,51.0,0.0,3446422.0,16358830.0,742.0,774.0,0.026302478502781994,52.0,51.0,0.0,1.0,0.0,0.0,1800.0,104.0,0.0,1.0,0.0,52.0,52.0,0,2,0.0,12.912641315519013,0,2,2,0,0,561.5,599.0,0.0,0.0,561.5,599.0,560.0,599.0,-327917960#0:1|420877079:1,"112@-327917960#0:age=599,stall=599,phase=route_pending,mode=lane_now,shift=99",1.487729284639986,135.53017499999999,129.97875,208.63625000000005,3,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,443.0,65.0,2.0,317.0,59.0,6.0,14.0,423.0,0.0,22.40768841679312,456.70103092783506,0.14672686230248308,0.004514672686230248,0.7155756207674944,0.13318284424379231,0.013544018058690745,0.03160270880361174,0.9548532731376975,0.0,47796089#4:15|309956784#3:13|-309956784#0:12,120:16|129:10|164:10,0.0,6.0,1.0,0.9285714285714286,0.0,10,425.70000000000005,0.0,0.0,0.0,10.0,0.0,long_horizon,-196117044#0:2|-46583484#4:1|-46583484#6:1,5668986#1:2|-444907552#0:1|418371676#11:1,0.0,0.028056557207977378,0.04581249999999985,0.8347884486232371,0.0,0.0,0.9840085287846482,0.015458422174840085,0.0005330490405117271,0.361496763412807,0.23076923076923078,2.474235807860257,0.0,0.026302478502781994,0.03,78.0,0.0,383.0,0.0,22409.0,3591.0,1.0,71.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1949.0,1918.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9840944073884043
73,0.475340042005707,100000,0,13010,130,0.20267518747311372,0.20134955644607544,669.7549695950323,6.697549695950324,7577,1287,7577,4160,332960,1382,55529,9,628,100,7384,17606,1655276,1.0,232.27,201.0,441.70000000000005,5,2,2,2,98,448.0,19450.0,1913.0,1903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,22.0,0.0,22.0,3.0,50.0,50.0,0.0,51.0,51.0,51.0,10.0,19.0,19.0,17.0,1.0,0.0,0.0,11.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,3485123.0,16551496.0,730.0,735.0,0.026659696811291166,51.0,50.0,0.0,1.0,0.0,0.0,1724.0,102.0,0.0,1.0,0.0,51.0,51.0,0,0,0.0,11.68313189700473,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.4953060862419143,122.149825,121.43875000000001,203.46375000000003,0,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,431.0,65.0,0.0,303.0,63.0,6.0,8.0,417.0,0.0,22.53005750130685,431.0,0.15081206496519722,0.0,0.703016241299304,0.14617169373549885,0.013921113689095127,0.018561484918793503,0.9675174013921114,0.0,309956784#3:12|196116986:8|196116987:8,137:16|166:12|160:11,0.0,2.0,1.0,0.8947368421052632,0.0,10,338.79999999999995,1.0,0.0,0.0,22.0,0.0,long_horizon,-46583484#1:6|46583484#1:6|-196117044#0:2,-195743203#3:1|-195743203#4:1|-5670859#0:1,0.0,0.026306902865337014,0.05040000000000009,0.8237733241188666,0.0,0.0,0.9939360529217199,0.005512679162072767,0.0005512679162072767,0.3385512550049512,0.37254901960784315,2.5022388059701486,0.0,0.026659696811291166,0.02,95.0,0.0,353.0,0.0,19450.0,4225.0,1.0,72.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,19.0,1894.0,1884.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9947201689545935
74,0.47058664158564995,100000,0,13162,152,0.20262039756696476,0.16130071878433228,-162.94500965094852,-1.6294500965094851,7577,0,7577,4864,337824,978,56507,15,643,99,7483,20110,1675386,1.0,260.9,262.5,491.0000000000001,4,3,3,3,97,491.0,21593.0,1985.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,0.0,25.0,6.0,59.0,59.0,0.0,60.0,60.0,60.0,35.0,26.0,26.0,25.0,1.0,0.0,0.0,36.0,1.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,59.0,0.0,3528112.0,16759184.0,704.0,790.0,0.030226700251889168,60.0,59.0,0.0,1.0,0.0,0.0,1742.0,120.0,0.0,1.0,0.0,60.0,60.0,0,0,0.0,11.998974358974358,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.4296974328378205,126.11282500000002,124.31250000000003,199.472,0,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,426.0,64.0,1.0,298.0,63.0,10.0,10.0,406.0,0.0,21.46095717884131,426.0,0.15023474178403756,0.002347417840375587,0.6995305164319249,0.14788732394366197,0.023474178403755867,0.023474178403755867,0.9530516431924883,0.0,196116986:10|309956784#3:10|47796089#4:10,153:12|190:12|112:10,0.0,3.0,1.0,0.9615384615384616,0.0,10,324.5,0.0,0.0,0.0,25.0,0.0,long_horizon,195743203#4:3|-195743203#1:2|-195743203#3:2,-420882495#0:1|-47796089#6:1|46583484#6:1,0.0,0.026396364745328783,0.04586874999999999,0.8310626702997275,0.0,0.0,0.9809220985691574,0.018547959724430314,0.0005299417064122947,0.3651337677270985,0.4166666666666667,2.1455238095238096,0.0,0.030226700251889168,0.03,102.0,0.0,389.0,0.0,21593.0,4246.0,0.0,62.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,26.0,1959.0,1924.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9821337417049515
75,0.4658807751697934,100000,0,13315,153,0.19915723937009674,0.11381678283214569,602.9368342416349,6.0293683424163484,8904,1327,8904,4896,342720,1455,57962,3,646,100,7583,16903,1692289,1.0,228.83,201.0,404.80000000000007,3,1,1,1,99,447.0,18753.0,1990.0,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,32.0,0.0,32.0,3.0,62.0,62.0,0.0,67.0,67.0,67.0,3.0,39.0,39.0,34.0,5.0,0.0,0.0,10.0,7.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,62.0,0.0,3565427.0,16950180.0,728.0,815.0,0.033668341708542715,67.0,62.0,0.0,5.0,0.0,0.0,1798.0,134.0,0.0,5.0,0.0,67.0,67.0,0,0,0.0,11.28816120906801,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.3159082880512822,121.723975,109.569375,214.93700000000004,0,0.0,0.0,0.0,0.0,0.004161060680374057,3.639010190963745,0,468.0,56.0,0.0,342.0,70.0,8.0,18.0,440.0,2.0,23.517587939698494,468.0,0.11965811965811966,0.0,0.7307692307692307,0.14957264957264957,0.017094017094017096,0.038461538461538464,0.9401709401709402,0.004273504273504274,-418371676#0:9|196116983#1:9|196117056#1:9,194:15|176:13|139:11,0.0,1.0,1.0,0.8717948717948718,0.0,10,343.0,0.0,0.0,0.0,32.0,0.0,long_horizon,-195743203#4:6|195743203#4:5|-46583484#1:3,-418371676#11:1|305323035#3:1|569369535#0:1,0.0,0.023562841072520827,0.060249999999999915,0.7958776595744681,0.0,0.0,0.9947229551451188,0.0015831134564643799,0.0036939313984168864,0.35976707599528024,0.3787878787878788,2.455970149253731,0.0,0.033668341708542715,0.01,78.0,0.0,369.0,0.0,18753.0,2790.0,0.0,88.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,1951.0,1948.0,6.0,1.0,5.0,0.0,2.0,0.0,0.9487179487179487,0.9984623270117888
