episode,updates_cumulative,updates_episode,algorithm,transitions_buffered,transitions_collected_episode,transitions_collected_cumulative,policy_loss,episode_return_total,avg_return_per_vehicle,value_loss,entropy,entropy_coef_effective,approx_kl,clip_fraction,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,critic_only_queued,route_decisions_total,route_candidate_count,route_feasible_candidate_count,route_actor_epochs_started,route_actor_ownership_skips,route_no_feasible_candidates,route_apply_failures,route_choice_idx_0,route_choice_idx_1,route_choice_idx_2,route_choice_idx_3,route_valid_candidates_1,route_valid_candidates_2,route_valid_candidates_3,route_valid_candidates_4,route_choice_nonzero_rate,route_mean_valid_candidates,route_mean_logit_margin,route_mean_chosen_length_norm,route_mean_chosen_eta_norm,route_mean_chosen_density,route_mean_chosen_first_density,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,loop_signal_events_total,loop_repeat_only_events,safety_overrides,loop_prefilter_overrides,fragment_build_failures,fallback_overrides,fallback_selected_total,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,lane_change_observe_abort_no_progress,lane_change_observe_abort_low_speed,lane_change_observe_abort_commit_window,pending_release_events_total,pending_release_abort_events_total,pending_release_timeout_events_total,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,override_event_loop_prefilter,override_event_cooldown_fallback,override_event_observe_abort_fallback,override_event_route_apply_fail,override_event_invalid_action,policy_masked_actions_removed,override_learning_transitions,cooldown_fallback_overrides,observe_abort_fallback_overrides,route_apply_fail_overrides,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,pending_open_observe_end,pending_open_route_end,pending_open_lane_now_end,pending_open_proactive_end,pending_open_active_monitoring_end,mean_pending_age_end_all,max_pending_age_end_all,mean_pending_age_end_active,max_pending_age_end_active,mean_pending_age_end_lane_now,max_pending_age_end_lane_now,mean_pending_stall_age_end,max_pending_stall_age_end,top_pending_end_edges,oldest_pending_summary,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,top_loop_signal_edges,top_loop_repeat_only_edges,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,skip_reason_forced_by_lane_commit,skip_reason_too_late_or_unreachable,skip_reason_forced_single_path,skip_reason_no_branch,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,coordination_pending_reservations_seeded,coordination_pressure_candidates_seen,coordination_pressure_candidates_rejected,lane_now_congestion_candidates_seen,lane_now_congestion_candidates_rejected,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,lane_now_replan_releases,lane_now_replan_forced_alternative,lane_now_replan_blocked_reopen_actions,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio,penalized_avg_travel_time,noncompletion_rate,uncontrolled_total_wait_steps,mean_uncontrolled_wait_per_step
0,1,1,mappo,0,700,700,-0.00513963521613429,2194.4048875481594,14.62936591698773,430.72896067301434,0.8095790147781372,0.15,0.000232508220944209,0.0,1.0,234.52666666666667,177.5,488.0,0,0,0,150,287.0,287.0,414.0,1086.0,1037.0,414.0,22117.0,0.0,0.0,211.0,121.0,56.0,26.0,96.0,99.0,133.0,86.0,0.49033816425120774,2.504830917874396,0.0019589041175257756,0.12359094498724034,0.022418276852802125,0.3048909084538475,0.27946468799010565,29379.0,543.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,9.0,16.0,16.0,16.0,0.0,22.0,22.0,17.0,2.0,0.0,3.0,5.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13398.0,150547.0,0.0,414.0,0.04604051565377532,25.0,14.0,0.0,2.0,9.0,0.0,265.0,0.0,1.0,2.0,9.0,0.0,0.0,0,0,0.0,14.387037037037038,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.111049472708862,116.35633333333331,119.51000000000002,174.33175000000006,0,0.0,0.0,0.0,0.0,0.12246715616528676,2.3686869144439697,38,387.0,0.0,0.0,1.0,0.7727272727272727,0.0,16,483.6875,0.0,0.0,0.0,0.0,0.0,none,,,0.0,0.17471420274653962,0.6954029372905136,0.7349397590361446,0.0,0.0,0.9908256880733946,0.0,0.009174311926605505,0.4399948833110663,0.0,3.1214084507042226,0.0,0.029465930018416207,0.0,61.0,0.0,226.0,0.0,29379.0,4002.0,6.0,52.0,32.0,7717.0,2.0,2.0,39.0,28.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,22.0,19.0,521.0,521.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,150.0,0.8636363636363636,1.0,234.52666666666667,0.0,6441.0,4.294
1,2,1,mappo,0,720,1420,-0.01804533802593748,2118.1599403669406,14.121066269112937,418.4311777750651,0.8072729458411535,0.13,0.00020055944208264656,0.0,1.0,241.4,190.5,441.4999999999998,0,0,0,150,287.0,287.0,433.0,1146.0,1085.0,433.0,22138.0,0.0,0.0,224.0,125.0,61.0,23.0,87.0,136.0,114.0,96.0,0.48267898383371827,2.5057736720554273,0.009450116403418104,0.12048954962791475,0.02160371884697721,0.35164044587496524,0.3701045112232688,30139.0,580.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,11.0,11.0,11.0,0.0,23.0,23.0,17.0,3.0,0.0,3.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,28239.0,319625.0,0.0,433.0,0.02586206896551724,15.0,8.0,0.0,3.0,4.0,0.0,298.0,0.0,0.0,3.0,4.0,0.0,0.0,0,0,0.0,14.827826086956522,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.02652933588037,124.97055833333334,126.16499999999999,182.63012499999996,0,0.0,0.0,0.0,0.0,0.1623549703262736,2.4549102783203125,19,408.0,0.0,0.0,1.0,0.7391304347826086,0.0,15,439.0333333333333,0.0,0.0,0.0,0.0,0.0,none,,,0.0,0.2615676792521628,0.9733225679071192,0.7060931899641577,0.0,0.0,0.9862778730703259,0.0,0.0137221269296741,0.38336223879223064,0.0,3.028083989501308,0.0,0.01896551724137931,0.0,69.0,0.0,218.0,0.0,30139.0,4836.0,18.0,50.0,29.0,8576.0,2.0,2.0,32.0,28.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,23.0,18.0,557.0,557.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,150.0,0.782608695652174,1.0,241.4,0.0,6583.0,5.774561403508772
2,3,1,mappo,0,759,2179,0.0051969733225026475,2079.3987249997986,13.862658166665323,339.22300720214844,0.836103618144989,0.11,0.000611192268253106,0.0,1.0,250.98,202.5,485.1,0,0,0,150,305.0,305.0,454.0,1197.0,1161.0,454.0,23644.0,0.0,0.0,211.0,130.0,86.0,27.0,92.0,124.0,131.0,107.0,0.5352422907488987,2.55726872246696,0.02517497751221783,0.12567399486505512,0.02248193111936336,0.32075746934696836,0.26562929406171326,31336.0,576.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,42419.0,479961.0,0.0,454.0,0.020833333333333332,12.0,12.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,14.230902777777779,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0171989713522112,121.59677500000001,120.636875,189.75225,0,0.0,0.0,0.0,0.0,0.15011216637905883,2.408498525619507,16,430.0,0.0,0.0,1.0,1.0,0.0,15,400.5,0.0,0.0,0.0,0.0,0.0,none,,,0.0,0.2710232849950708,1.1331063211757466,0.6743295019157088,0.0,0.0,1.0,0.0,0.0,0.36805960634313495,0.0,2.761234567901233,0.0,0.020833333333333332,0.0,79.0,0.0,226.0,0.0,31336.0,4709.0,1.0,50.0,36.0,8122.0,3.0,3.0,35.0,27.0,0.0,0.0,2.0,0.0,11.0,11.0,2.0,0.0,11.0,11.0,565.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,1.0,250.98,0.0,5548.0,4.474193548387097
3,4,1,mappo,0,673,2852,-0.021258433621066313,2412.43658909121,16.0829105939414,314.07115936279297,0.8150793115297953,0.09,6.199136383433501e-05,0.0,1.0,224.88666666666666,184.0,477.4999999999999,0,0,0,150,291.0,291.0,382.0,1006.0,963.0,382.0,21222.0,0.0,0.0,185.0,116.0,62.0,19.0,76.0,104.0,129.0,73.0,0.5157068062827225,2.520942408376963,0.050293054158618934,0.11883450599133734,0.02137003162649036,0.31585868018928,0.3110001762421967,28206.0,542.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,32.0,37.0,37.0,37.0,0.0,15.0,15.0,12.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,55274.0,632813.0,0.0,382.0,0.12730627306273062,69.0,35.0,0.0,2.0,32.0,0.0,294.0,0.0,0.0,2.0,32.0,0.0,0.0,0,0,0.0,13.808905380333952,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.033745103194316,115.88075833333336,117.08250000000001,168.64562499999997,0,0.0,0.0,0.0,0.0,0.14371514725571477,2.354538917541504,9,379.0,0.0,0.0,1.0,0.8,0.0,15,427.1333333333333,0.0,0.0,0.0,0.0,0.0,none,,,0.0,0.24507950522493965,1.020682464772808,0.7201492537313433,0.0,0.0,0.9908088235294118,0.0,0.009191176470588236,0.41981976106483265,0.0,2.9353260869565214,0.0,0.06826568265682657,0.0,96.0,0.0,195.0,0.0,28206.0,4333.0,0.0,54.0,39.0,7497.0,3.0,3.0,34.0,27.0,0.0,0.0,1.0,0.0,7.0,7.0,2.0,0.0,15.0,14.0,527.0,525.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,150.0,0.9333333333333333,0.9962049335863378,224.88666666666666,0.0,6713.0,5.431229773462783
4,5,1,mappo,0,720,3572,0.0022786767998089394,2220.209494212103,14.801396628080687,292.2170054117839,0.8135385860999426,0.07,0.002767404909828408,0.0,1.0,232.56666666666666,156.5,469.4999999999999,0,0,0,150,288.0,288.0,432.0,1147.0,1089.0,432.0,21463.0,0.0,0.0,219.0,124.0,69.0,20.0,96.0,106.0,139.0,91.0,0.4930555555555556,2.5208333333333335,0.08789555971614188,0.12530078420725962,0.0225138704039704,0.30649119117555934,0.2939957387883354,29273.0,554.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,10.0,10.0,10.0,0.0,16.0,16.0,14.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,69707.0,792138.0,0.0,432.0,0.032490974729241874,18.0,9.0,0.0,1.0,8.0,0.0,274.0,0.0,0.0,1.0,8.0,0.0,0.0,0,0,0.0,15.056159420289855,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0827957525389866,116.445,117.009375,181.278125,0,0.0,0.0,0.0,0.0,0.12874851569342666,2.2417266368865967,6,375.0,0.0,0.0,1.0,0.875,0.0,15,529.6333333333333,0.0,0.0,0.0,0.0,0.0,none,,,0.0,0.21527934178815752,0.6858793597965094,0.7170542635658915,0.0,0.0,0.9945945945945946,0.0,0.005405405405405406,0.44384558788399997,0.0,4.0271565495207655,0.0,0.018050541516245487,0.0,71.0,0.0,217.0,0.0,29273.0,4373.0,2.0,61.0,42.0,8285.0,1.0,1.0,47.0,37.0,0.0,0.0,2.0,0.0,7.0,7.0,4.0,0.0,16.0,15.0,538.0,537.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,150.0,0.9375,0.9981412639405205,232.56666666666666,0.0,5923.0,4.332845647403072
5,6,1,mappo,0,748,4320,-0.032454041919360556,1577.2370496921171,10.514913664614115,317.85867563883465,0.8154323150714239,0.05,0.001026519069470729,0.011032222110467652,1.0,257.76,210.0,495.59999999999997,0,0,0,150,290.0,290.0,458.0,1227.0,1164.0,458.0,23409.0,0.0,0.0,232.0,126.0,77.0,23.0,95.0,124.0,135.0,104.0,0.49344978165938863,2.541484716157205,0.15837139520777885,0.12567640271131356,0.023180612736060303,0.3248338870069736,0.3139369824828019,32119.0,582.0,580.0,19.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,16.0,16.0,14.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,85840.0,966247.0,0.0,458.0,0.00859106529209622,5.0,5.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,15.96551724137931,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0707030180073338,127.82850833333335,126.93937500000001,187.62137499999997,0,0.0,0.0,0.0,0.0,0.1797290433056786,2.5153636932373047,10,430.0,0.0,0.0,1.0,0.875,0.0,15,402.5333333333333,0.0,0.0,0.0,0.0,0.0,none,,,0.032758620689655175,0.22697691203107348,0.9326759204886127,0.7220216606498195,0.0,0.0005915501727949189,0.9965635738831615,0.0,0.003436426116838488,0.3512521553210568,0.0,2.8421428571428553,0.0,0.00859106529209622,0.0,65.0,19.0,225.0,0.0,32119.0,4739.0,19.0,52.0,34.0,8903.0,6.0,6.0,40.0,30.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,16.0,14.0,566.0,566.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.875,1.0,257.76,0.0,6047.0,5.720908230842006
6,7,1,mappo,0,688,5008,-0.030011217463955592,3103.5052377156344,20.690034918104228,278.3065668741862,0.8037215967973074,0.030000000000000013,-0.0010669726328709217,0.03637939544084171,1.0,222.36,207.5,372.69999999999993,0,0,0,150,291.0,291.0,398.0,1069.0,1017.0,398.0,19710.0,0.0,0.0,227.0,96.0,52.0,23.0,79.0,111.0,116.0,92.0,0.4296482412060301,2.5552763819095476,0.26646486965555644,0.10685801183004587,0.019490897002040253,0.3564485944667129,0.3258455162072301,27729.0,585.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,5.0,0.0,13.0,13.0,10.0,2.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,100780.0,1130737.0,0.0,398.0,0.008547008547008548,5.0,3.0,0.0,2.0,0.0,0.0,300.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0,0.0,14.782161234991424,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0399219256830454,128.91836666666666,130.915625,175.62175,0,0.0,0.0,0.0,0.0,0.19702503034143348,2.5280542373657227,5,392.0,0.0,0.0,1.0,0.7692307692307693,0.0,15,278.8333333333333,0.0,0.0,0.0,0.0,0.0,none,,,0.0,0.1759138460498016,0.6778466536848317,0.7535211267605634,0.0,0.0,0.9931856899488927,0.0,0.0068143100511073255,0.30771601607003674,0.0,1.9527710843373491,0.0,0.008547008547008548,0.0,62.0,0.0,229.0,0.0,27729.0,4264.0,3.0,48.0,35.0,8577.0,0.0,0.0,38.0,31.0,0.0,0.0,3.0,0.0,4.0,4.0,1.0,0.0,13.0,11.0,572.0,572.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,150.0,0.8461538461538461,1.0,222.36,0.0,6322.0,7.095398428731762
7,8,1,mappo,0,722,5730,-0.032113235210999846,2602.0283252315676,17.346855501543782,228.48470306396484,0.7669673413038254,0.010000000000000009,0.0028451671737022614,0.10223423053200047,1.0,235.60666666666665,198.5,427.0999999999999,0,0,0,150,312.0,312.0,414.0,1121.0,1069.0,414.0,21434.0,0.0,0.0,253.0,95.0,46.0,20.0,80.0,109.0,129.0,96.0,0.3888888888888889,2.582125603864734,0.45709439178091893,0.11885500579829449,0.021828547679675195,0.34629445309764234,0.2948434050532355,29390.0,579.0,576.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,6.0,18.0,18.0,18.0,0.0,21.0,21.0,15.0,6.0,0.0,0.0,6.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,115520.0,1293598.0,0.0,414.0,0.04145077720207254,24.0,15.0,0.0,3.0,6.0,0.0,276.0,0.0,4.0,3.0,6.0,0.0,0.0,0,0,0.0,14.76736111111111,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.9327308818370502,134.90273333333334,140.72062499999998,194.68775000000005,0,0.0,0.0,0.0,0.0,0.17583141635491675,2.6499269008636475,1,370.0,0.0,0.0,1.0,0.7142857142857143,0.0,15,333.70000000000005,0.0,0.0,0.0,0.0,0.0,none,,,0.012152777777777778,0.2696227511228794,1.160277775580132,0.7115384615384616,0.0,0.00023817625042531473,0.9896907216494846,0.0,0.010309278350515464,0.33574130141573066,0.0,2.4775818639798475,0.0,0.031088082901554404,0.0,66.0,7.0,246.0,0.0,29390.0,4582.0,14.0,59.0,38.0,8537.0,5.0,5.0,38.0,31.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,21.0,18.0,558.0,558.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,150.0,0.8571428571428571,1.0,235.60666666666665,0.0,5138.0,5.072063178677197
