episode,epsilon,replay,train_steps_cumulative,train_steps_episode,episode_mean_loss,last_batch_loss,episode_return_total,avg_return_per_vehicle,elite_buffer_size,elite_transitions_added_episode,elite_transitions_added_cumulative,elite_samples_drawn_episode,elite_samples_drawn_cumulative,replay_main_finalized_episode,replay_main_finalized_cumulative,replay_main_pending_timeout_episode,replay_main_pending_timeout_cumulative,replay_main_terminal_episode,replay_main_terminal_cumulative,replay_main_dropped_episode,replay_main_dropped_cumulative,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,teleported_controlled,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,safety_overrides,fragment_build_failures,fallback_overrides,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,policy_masked_actions_removed,override_learning_transitions,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,emergency_brake_due_to_leader,emergency_brake_due_to_congestion,emergency_brake_near_junction,emergency_brake_other_reason,emergency_brake_after_fallback,emergency_brake_after_proactive,emergency_brake_after_lane_now,emergency_brake_without_recent_decision,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio
650,0.03826710124979409,100000,105298,107,0.04684579053841462,0.03373709321022034,1679.4740133867006,16.794740133867005,25000,1229,298157,3424,3061696,1182,562514,0,0,100,64916,16672,12606066,1.0,213.57,203.5,384.3,0,0,0,0,100,388.0,17920.0,1655.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,17.0,17.0,0.0,18.0,18.0,296.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,172648.0,126182257.0,51.0,1216.0,0.01027190332326284,17.0,1553.0,34.0,17.0,17.0,0,0,0.0,12.645921450151057,2.091492410573435,126.46642499999999,124.25125,201.07300000000006,0,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,5,374.0,80.0,0.0,238.0,56.0,3.0,14.0,357.0,0.0,0.0,0.0,1.0,1.0,278.0,10,222.7,0.0,0.0,0.0,2.0,0.0,long_horizon,0.0,0.08615024272649635,0.002517500000000193,0.8839071257005604,0.0,0.0,0.9993573264781491,0.0,0.0006426735218508997,0.29410638198248806,0.058823529411764705,2.099017199017199,0.0,0.01027190332326284,0.0,17920.0,2934.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,1637.0,1637.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
651,0.038075765743545126,100000,105482,184,0.04662241870739862,0.1038663238286972,1270.5572993393416,12.705572993393416,25000,0,298157,5888,3067584,407,562921,0,0,99,65015,17834,12623900,0.98,228.5,192.0,399.6,8,5,5,3,95,306.0,18303.0,1555.0,1552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,19.0,19.0,0.0,22.0,22.0,229.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,172882.0,126359145.0,44.0,1205.0,0.012218649517684888,19.0,1448.0,38.0,19.0,19.0,0,2,0.0,15.116623711340207,1.98266727373051,127.0557625,128.44625,193.391,2,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,3,361.0,58.0,0.0,235.0,68.0,5.0,13.0,342.0,1.0,0.0,7.0,1.0,1.0,207.0,10,475.5,0.0,0.0,0.0,3.0,0.0,long_horizon,0.0,0.06613236284428678,0.0,0.9008130081300812,0.0,0.0,0.9979395604395604,0.0,0.0020604395604395605,0.3988450290132577,0.2222222222222222,3.5661458333333322,0.0,0.012218649517684888,0.05,18303.0,3317.0,3.0,57.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,1533.0,1530.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.9980430528375733
652,0.0378853869148274,100000,105785,303,0.04625114525603776,0.040215738117694855,326.1713848951348,3.2617138489513477,25000,0,298157,9696,3077280,402,563323,0,0,99,65114,23159,12647059,0.95,310.17894736842106,201.0,674.8000000000004,25,13,13,8,87,351.0,23615.0,1568.0,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,24.0,24.0,0.0,10.0,10.0,144.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,173032.0,126574009.0,35.0,1182.0,0.015306122448979591,24.0,1509.0,48.0,24.0,24.0,0,4,0.0,20.85933503836317,1.7671408116427063,125.13088749999999,122.005,195.069375,5,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,360.0,61.0,0.0,248.0,51.0,4.0,5.0,350.0,1.0,0.0,19.0,1.0,1.0,134.0,10,994.8,0.0,0.0,0.0,6.0,0.0,long_horizon,0.0,0.028333334243207563,0.0006000000000002231,0.8881524440762221,0.0,0.0,0.9986366734832992,0.0,0.0013633265167007499,0.4845570334700906,0.30434782608695654,6.293034825870646,0.0,0.015306122448979591,0.13,23615.0,6332.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1558.0,1554.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.9974326059050064
653,0.03769595998025326,100000,105892,107,0.04649225361297064,0.04219307005405426,1958.9134251744188,19.589134251744188,25000,1180,299337,3424,3080704,1133,564456,0,0,100,65214,14420,12661479,1.0,189.26,155.5,355.20000000000005,0,0,0,0,100,326.0,15625.0,1542.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,25.0,25.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,173367.0,126731635.0,41.0,1175.0,0.009079118028534372,14.0,1481.0,28.0,14.0,14.0,0,0,0.0,11.973411154345007,2.2130643585598273,122.7366,110.36625000000001,219.21862500000003,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,369.0,60.0,0.0,258.0,51.0,1.0,19.0,348.0,1.0,0.0,0.0,1.0,1.0,308.0,10,253.8,0.0,0.0,0.0,0.0,0.0,none,0.0,0.008887895942841175,0.009916250000000331,0.8682885906040269,0.0,0.0,1.0,0.0,0.0,0.33784634893796883,0.0,2.5858520900321547,0.0,0.009079118028534372,0.0,15625.0,2612.0,1.0,78.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,25.0,1517.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
654,0.03750748018035199,100000,105991,99,0.04404530209498574,0.04468999058008194,1995.0667832033314,19.950667832033314,25000,1247,300584,3168,3083872,1202,565658,0,0,100,65314,15460,12676939,1.0,199.09,190.5,334.50000000000006,0,0,0,0,100,375.0,16742.0,1654.0,1654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,10.0,0.0,13.0,13.0,169.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,173543.0,126900720.0,37.0,1242.0,0.006045949214026602,10.0,1602.0,20.0,10.0,10.0,0,0,0.0,11.842805320435309,2.1434758481380296,128.81992499999998,121.88187500000001,206.74362500000007,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,369.0,62.0,0.0,246.0,61.0,0.0,9.0,360.0,0.0,0.0,0.0,1.0,1.0,156.0,10,200.10000000000002,0.0,0.0,0.0,0.0,0.0,none,0.0,0.02891783675417685,0.00616249999999996,0.8838862559241706,0.0,0.0,0.9993569131832798,0.0,0.0006430868167202572,0.2833638053141796,0.0,1.9740157480314962,0.0,0.006045949214026602,0.0,16742.0,3106.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1641.0,1641.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
655,0.037319942779450235,100000,106188,197,0.04883728737039917,0.02914564684033394,1078.5981699937727,10.785981699937727,25000,0,300584,6304,3090176,438,566096,0,0,100,65414,22090,12699029,0.98,265.3061224489796,204.0,622.5,9,3,3,1,97,298.0,22606.0,1611.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,12.0,0.0,20.0,20.0,260.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,173808.0,127102385.0,43.0,1270.0,0.0074487895716946,12.0,1585.0,24.0,12.0,12.0,0,2,0.0,16.864512119328776,2.0364476846510557,124.35690000000001,118.25750000000001,189.05387500000003,2,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,340.0,66.0,0.0,219.0,55.0,0.0,10.0,328.0,2.0,0.0,5.0,1.0,1.0,240.0,10,575.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.025394902622278347,0.0015062499999998202,0.8865740740740741,0.0,0.0,0.99867637326274,0.0,0.0013236267372600927,0.40413893249607535,0.0,3.553676470588235,0.0,0.0074487895716946,0.03,22606.0,4545.0,3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1591.0,1589.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9987429289754871
656,0.037133343065552986,100000,106304,116,0.04581897161451393,0.0699722170829773,2103.1661276951663,21.031661276951663,25000,1276,301860,3712,3093888,1227,567323,0,0,100,65514,14418,12713447,1.0,191.3,188.0,304.5000000000001,0,0,0,0,100,360.0,15713.0,1678.0,1678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,16.0,16.0,0.0,22.0,22.0,217.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,174032.0,127266404.0,41.0,1277.0,0.009535160905840286,16.0,1594.0,32.0,16.0,16.0,0,0,0.0,11.181764004767581,2.1138429283342663,133.4623625,127.650625,208.69912500000007,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,356.0,60.0,0.0,230.0,66.0,1.0,13.0,342.0,0.0,0.0,0.0,1.0,1.0,195.0,10,208.7,0.0,0.0,0.0,3.0,0.0,long_horizon,0.0,0.08106573104502231,0.0005000000000001004,0.8866615265998458,0.0,0.0,0.9987341772151899,0.0,0.0012658227848101266,0.2718599059069524,0.3125,2.0074468085106383,0.0,0.009535160905840286,0.0,15713.0,2592.0,1.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1656.0,1656.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
657,0.03694767635022522,100000,106427,123,0.04656672615527622,0.0842607170343399,1685.1800010717868,16.851800010717866,25000,1237,303097,3936,3097824,1203,568526,0,0,100,65614,15340,12728787,0.99,200.23232323232324,188.0,340.2,2,1,1,0,99,332.0,16574.0,1624.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,33.0,0.0,35.0,35.0,0.0,25.0,25.0,266.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,174307.0,127434221.0,51.0,1241.0,0.021551724137931036,35.0,1555.0,70.0,35.0,35.0,0,1,0.0,12.310727496917385,2.0222784558781703,124.88773749999999,117.1425,205.56637500000002,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,4,368.0,77.0,0.0,239.0,52.0,5.0,15.0,348.0,0.0,0.0,2.0,1.0,1.0,241.0,10,270.4,0.0,0.0,0.0,8.0,0.0,long_horizon,0.0,0.04738220457593457,0.006404999999999986,0.8745067087608525,0.0,0.0,0.9980327868852459,0.0,0.0019672131147540984,0.3293735417026542,0.23529411764705882,2.4393617021276586,0.0,0.021551724137931036,0.01,16574.0,2424.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,25.0,1599.0,1597.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.9987492182614134
658,0.036762937968474095,100000,106563,136,0.04781006258802817,0.03322485834360123,1792.8237867941157,17.928237867941156,25000,1416,304513,4352,3102176,1381,569907,0,0,100,65714,17150,12745937,0.99,230.42424242424244,197.0,411.80000000000007,3,2,2,1,98,375.0,18606.0,1834.0,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,13.0,13.0,0.0,11.0,11.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,174385.0,127620720.0,52.0,1407.0,0.007088331515812432,13.0,1672.0,26.0,13.0,13.0,0,1,0.0,12.624113475177305,1.9439732787146147,139.38604999999998,144.491875,206.78512500000002,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,403.0,84.0,0.0,262.0,57.0,1.0,9.0,393.0,0.0,0.0,3.0,1.0,1.0,64.0,10,350.70000000000005,0.0,0.0,0.0,2.0,0.0,long_horizon,0.0,0.026178230802552202,0.0005000000000000123,0.883367839889579,0.0,0.0,1.0,0.0,0.0,0.32137967435179426,0.07692307692307693,2.796954314720812,0.0,0.007088331515812432,0.02,18606.0,2639.0,1.0,51.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,11.0,11.0,1823.0,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9994514536478333
659,0.03657912327863173,100000,106693,130,0.045687907131818625,0.05660295858979225,1802.784584620313,18.027845846203128,25000,1172,305685,4160,3106336,1134,571041,0,0,100,65814,14271,12760208,1.0,198.23,176.5,341.20000000000005,1,1,1,1,99,346.0,15473.0,1559.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,16.0,16.0,0.0,21.0,21.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,174462.0,127777614.0,32.0,1181.0,0.010262989095574085,16.0,1450.0,32.0,16.0,16.0,0,0,0.0,12.580500320718409,2.0877128159203986,123.96764999999999,118.583125,192.83250000000004,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,347.0,55.0,0.0,239.0,53.0,1.0,13.0,333.0,0.0,0.0,1.0,1.0,1.0,51.0,10,273.5,0.0,0.0,0.0,1.0,0.0,long_horizon,0.0,0.1307758611100452,0.0020625000000000894,0.8827470686767169,0.0,0.0,0.9993150684931507,0.0,0.0006849315068493151,0.2948912878978964,0.0625,2.3798866855524072,0.0,0.010262989095574085,0.01,15473.0,2628.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1538.0,1538.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
660,0.036396227662238566,100000,106791,98,0.04806230829230377,0.07957429438829422,1806.6604314102622,18.066604314102623,25000,1266,306951,3136,3109472,1208,572249,0,0,99,65913,16432,12776640,1.0,209.66,212.0,346.6,0,0,0,0,100,325.0,17706.0,1614.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,16.0,16.0,0.0,10.0,10.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,174602.0,127948678.0,46.0,1243.0,0.009913258983890954,16.0,1535.0,32.0,16.0,16.0,0,0,0.0,12.821561338289962,2.1578798783455286,130.46239999999997,137.6875,193.69275000000002,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,363.0,98.0,0.0,211.0,54.0,0.0,6.0,356.0,1.0,0.0,0.0,1.0,1.0,125.0,10,192.60000000000002,0.0,0.0,0.0,1.0,0.0,long_horizon,0.0,0.00720990281290782,0.0036124999999997964,0.8842845973416732,0.0,0.0,0.9993403693931399,0.0,0.0006596306068601583,0.29784699036535334,0.0,1.8745283018867924,0.0,0.009913258983890954,0.0,17706.0,2950.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1604.0,1604.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
661,0.03621424652392737,100000,106913,122,0.045918540906954984,0.03816448152065277,1847.4228260618052,18.47422826061805,25000,1195,308146,3904,3113376,1138,573387,0,0,100,66013,15567,12792207,1.0,201.53,183.5,342.3,1,0,0,0,100,348.0,16769.0,1586.0,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,18.0,0.0,30.0,30.0,250.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,174861.0,128112258.0,46.0,1192.0,0.011349306431273645,18.0,1426.0,36.0,18.0,18.0,0,0,0.0,12.476340694006309,2.1695345898509504,123.865175,121.01187499999999,199.81237500000003,0,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,383.0,74.0,0.0,253.0,56.0,3.0,16.0,364.0,0.0,0.0,0.0,1.0,1.0,220.0,10,248.39999999999998,0.0,0.0,0.0,0.0,0.0,none,0.0,0.02895644892372653,0.013675000000000104,0.8570247933884297,0.0,0.0,0.9973136333109469,0.0,0.002686366689053056,0.3061613655535156,0.058823529411764705,2.3550408719346048,0.0,0.011349306431273645,0.0,16769.0,2720.0,2.0,86.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,30.0,29.0,1556.0,1556.0,4.0,0.0,3.0,0.0,1.0,0.0,0.9666666666666667,1.0
662,0.036033175291307735,100000,107012,99,0.04761767069423439,0.02275039814412594,1982.8988027831836,19.828988027831837,25000,1176,309322,3168,3116544,1126,574513,0,0,100,66113,13655,12805862,1.0,183.15,162.0,347.1,0,0,0,0,100,354.0,14841.0,1569.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,20.0,20.0,0.0,17.0,17.0,192.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,175060.0,128266325.0,56.0,1159.0,0.012746972594008922,20.0,1466.0,40.0,20.0,20.0,0,0,0.0,11.450605481198215,2.1410533118676502,113.6556875,109.890625,188.32925,0,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,337.0,56.0,0.0,212.0,69.0,1.0,12.0,324.0,0.0,0.0,0.0,1.0,1.0,175.0,10,232.2,0.0,0.0,0.0,0.0,0.0,none,0.0,0.027651286031213647,0.007384999999999876,0.8722871452420701,0.0,0.0,0.9986403806934059,0.0,0.0013596193065941536,0.3282254982254982,0.0,2.3861111111111106,0.0,0.012746972594008922,0.0,14841.0,2514.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,17.0,17.0,1552.0,1552.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
663,0.03585300941485119,100000,107130,118,0.04486369103256423,0.02800402045249939,1736.3773339212642,17.363773339212642,25000,0,309322,3776,3120320,836,575349,0,0,100,66213,16051,12821913,1.0,207.54,182.5,445.50000000000006,3,3,3,3,97,394.0,16939.0,1655.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,24.0,24.0,0.0,12.0,12.0,144.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,175209.0,128434108.0,39.0,1222.0,0.014501510574018127,24.0,1507.0,48.0,24.0,24.0,0,0,0.0,12.3607250755287,2.0214185801912117,119.55652500000002,110.69062499999998,199.0985000000001,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,393.0,64.0,0.0,266.0,63.0,3.0,5.0,385.0,0.0,0.0,3.0,1.0,1.0,132.0,10,326.4,0.0,0.0,0.0,5.0,0.0,long_horizon,0.0,0.00909006957504913,0.004000000000000269,0.8751000800640513,0.0,0.0,0.9993573264781491,0.0,0.0006426735218508997,0.36479907487713215,0.16666666666666666,2.660547945205479,0.0,0.014501510574018127,0.03,16939.0,2910.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1643.0,1643.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
664,0.035673744367776934,100000,107246,116,0.048416931695979215,0.0493459589779377,1233.321320664578,12.33321320664578,25000,0,309322,3712,3124032,852,576201,0,0,99,66312,20652,12842565,0.99,249.77777777777777,220.0,463.40000000000003,4,3,3,2,97,306.0,21575.0,1627.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0,14.0,0.0,11.0,11.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,175334.0,128631121.0,47.0,1274.0,0.008604794099569761,14.0,1591.0,28.0,14.0,14.0,0,1,0.0,15.210332103321033,2.0663163722703017,132.6265125,129.325625,200.47525000000007,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,19,371.0,82.0,0.0,234.0,55.0,1.0,7.0,363.0,0.0,0.0,4.0,1.0,1.0,111.0,10,298.5,0.0,0.0,0.0,2.0,0.0,long_horizon,0.0,0.06402413068892278,0.005249999999999966,0.8803353658536586,0.0,0.0,1.0,0.0,0.0,0.3117342953965405,0.07142857142857142,2.263181818181818,0.0,0.008604794099569761,0.03,21575.0,2989.0,2.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1616.0,1615.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9993811881188119
665,0.03549537564593805,100000,107336,90,0.046247093193233016,0.08643375337123871,2021.6939478067443,20.21693947806744,25000,1275,310597,2880,3126912,1226,577427,0,0,100,66412,15199,12857764,1.0,199.12,186.5,329.20000000000005,0,0,0,0,100,335.0,16493.0,1653.0,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,16.0,16.0,0.0,35.0,35.0,313.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,175658.0,128798928.0,39.0,1279.0,0.009679370840895343,16.0,1580.0,32.0,16.0,16.0,0,0,0.0,11.765275257108287,2.1257056153892826,130.16512500000002,126.25437499999998,204.125875,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,354.0,57.0,0.0,249.0,48.0,1.0,27.0,326.0,0.0,0.0,0.0,1.0,1.0,278.0,10,169.5,0.0,0.0,0.0,1.0,0.0,long_horizon,0.0,0.006434311758935153,0.000500000000000278,0.8870716510903427,0.0,0.0,0.9987138263665595,0.0,0.0012861736334405145,0.26728706307754124,0.0,1.806970509383378,0.0,0.009679370840895343,0.0,16493.0,2227.0,1.0,82.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,35.0,1618.0,1618.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
666,0.035317898767708356,100000,107483,147,0.045535920263857256,0.03689892962574959,1784.91260896215,17.8491260896215,25000,1271,311868,4704,3131616,1225,578652,0,0,100,66512,16573,12874337,0.99,217.4949494949495,209.0,372.80000000000007,6,1,1,0,99,333.0,17871.0,1638.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,9.0,9.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,175725.0,128976234.0,50.0,1255.0,0.008547008547008548,14.0,1626.0,28.0,14.0,14.0,0,1,0.0,13.299328039095908,2.1124531780139693,130.290975,131.86124999999998,207.558,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,8,344.0,66.0,0.0,226.0,52.0,0.0,7.0,337.0,0.0,0.0,2.0,1.0,1.0,57.0,10,244.60000000000002,0.0,0.0,0.0,0.0,0.0,none,0.0,0.06490466825974563,0.003981250000000047,0.8773148148148148,0.0,0.0,1.0,0.0,0.0,0.3191144211950454,0.0,2.0636363636363635,0.0,0.008547008547008548,0.01,17871.0,2472.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,1629.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9993861264579497
