episode,epsilon,replay,train_steps_cumulative,train_steps_episode,episode_mean_loss,last_batch_loss,episode_return_total,avg_return_per_vehicle,elite_buffer_size,elite_transitions_added_episode,elite_transitions_added_cumulative,elite_samples_drawn_episode,elite_samples_drawn_cumulative,replay_main_finalized_episode,replay_main_finalized_cumulative,replay_main_pending_timeout_episode,replay_main_pending_timeout_cumulative,replay_main_terminal_episode,replay_main_terminal_cumulative,replay_main_dropped_episode,replay_main_dropped_cumulative,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,teleported_controlled,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,safety_overrides,fragment_build_failures,fallback_overrides,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,policy_masked_actions_removed,override_learning_transitions,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,emergency_brake_due_to_leader,emergency_brake_due_to_congestion,emergency_brake_near_junction,emergency_brake_other_reason,emergency_brake_after_fallback,emergency_brake_after_proactive,emergency_brake_after_lane_now,emergency_brake_without_recent_decision,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio
150,0.46912134373457726,100000,28847,152,0.10031174150246538,0.0688600242137909,738.3445682407636,7.383445682407636,20439,0,20439,4864,615264,895,110450,0,0,99,15059,19295,3470878,0.98,230.40816326530611,211.5,410.4,5,3,3,1,97,323.0,20207.0,1709.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,37.0,0.0,42.0,42.0,0.0,17.0,17.0,206.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,51315.0,33512608.0,672.0,714.0,0.024575775307197192,42.0,1643.0,84.0,42.0,42.0,0,2,0.0,13.837631887456038,1.6726933482018722,120.56334999999999,115.57749999999999,184.48200000000003,2,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,403.0,54.0,0.0,283.0,66.0,3.0,10.0,390.0,0.0,0.0,5.0,1.0,1.0,189.0,10,383.20000000000005,0.0,0.0,0.0,13.0,0.0,long_horizon,0.0,0.028730651935719498,0.027549999999999963,0.8444119795471147,0.0,0.0,0.9962779156327544,0.0,0.0037220843672456576,0.35066611232624156,0.2926829268292683,2.5969267139479872,0.0,0.024575775307197192,0.03,20207.0,3130.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1692.0,1689.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.99822695035461
151,0.46677573701590436,100000,28997,150,0.0962762529651324,0.11867722123861313,668.4649787452041,6.684649787452042,20439,0,20439,4800,620064,994,111444,0,0,100,15159,18330,3489208,0.99,243.07070707070707,198.0,441.8,2,1,1,0,99,435.0,19303.0,1960.0,1959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,28.0,0.0,58.0,0.0,61.0,61.0,0.0,30.0,30.0,321.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,51651.0,33704434.0,689.0,836.0,0.031122448979591835,61.0,1667.0,122.0,61.0,61.0,0,1,0.0,12.317508933129147,1.4022223786685606,125.7091625,117.90812500000001,198.61725000000004,1,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,440.0,74.0,0.0,311.0,55.0,5.0,16.0,417.0,2.0,0.0,2.0,1.0,1.0,291.0,10,339.4,0.0,0.0,0.0,28.0,0.0,long_horizon,0.0,0.12845488150867823,0.05675000000000008,0.8030707610146862,0.0,0.0,0.9983888292158969,0.0,0.001611170784103115,0.32911814286481844,0.3114754098360656,2.573232323232323,0.0,0.031122448979591835,0.01,19303.0,2885.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1930.0,1929.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.9994818652849741
152,0.46444185833082485,100000,29177,180,0.09929844480421808,0.10542003810405731,256.0646193867074,2.560646193867074,20439,0,20439,5760,625824,951,112395,0,0,99,15258,21500,3510708,0.98,254.62244897959184,224.0,423.7999999999998,6,4,4,2,96,420.0,22439.0,1884.0,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,25.0,0.0,54.0,0.0,56.0,56.0,0.0,29.0,29.0,550.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,52206.0,33914724.0,702.0,762.0,0.029723991507430998,56.0,1744.0,112.0,56.0,56.0,0,2,0.0,13.898512221041445,1.4505045974147148,123.88314999999999,125.33250000000001,181.21737500000003,2,0.0,0.0,0.0,0.0,0.002080530340187029,4.4052863121032715,36,431.0,67.0,0.0,293.0,71.0,4.0,16.0,410.0,1.0,0.0,6.0,1.0,1.0,521.0,10,412.4,0.0,0.0,0.0,25.0,0.0,long_horizon,0.0,0.13521641986062716,0.047532500000000116,0.8299651567944251,0.0,0.0,0.9988795518207283,0.0,0.0011204481792717086,0.34034556394593274,0.2857142857142857,2.795982142857142,0.0,0.029723991507430998,0.04,22439.0,3408.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,1855.0,1853.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.9989218328840971
153,0.46211964903917074,100000,29316,139,0.10417057528234214,0.11222665011882782,862.5016841919913,8.625016841919914,21747,1308,21747,4448,630272,1349,113744,0,0,100,15358,18520,3529228,1.0,235.09,202.5,466.1,1,0,0,0,100,367.0,19855.0,1807.0,1806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,0.0,55.0,0.0,57.0,57.0,0.0,21.0,21.0,206.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,52420.0,34109660.0,685.0,755.0,0.03154399557277255,57.0,1767.0,114.0,57.0,57.0,0,0,0.0,12.830564784053156,1.649958709037817,126.78787500000003,126.8575,209.03150000000005,0,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,430.0,73.0,0.0,297.0,60.0,8.0,7.0,415.0,0.0,0.0,0.0,1.0,1.0,185.0,10,348.5,0.0,0.0,0.0,16.0,0.0,long_horizon,0.0,0.0653499031007752,0.04581249999999985,0.8414376321353065,0.0,0.0,0.9982445874780573,0.0,0.0017554125219426564,0.36495257135565096,0.25,2.4948148148148146,0.0,0.03154399557277255,0.0,19855.0,3147.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,1786.0,1786.0,3.0,0.0,2.0,0.0,1.0,0.0,0.9523809523809523,1.0
154,0.4598090507939749,100000,29443,127,0.10023799685277338,0.07981756329536438,1260.3925031407161,12.603925031407162,21747,0,21747,4064,634336,960,114704,0,0,100,15458,17450,3546678,1.0,221.75,182.5,440.0000000000001,1,0,0,0,100,388.0,18426.0,1854.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,0.0,39.0,0.0,42.0,42.0,0.0,27.0,27.0,211.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,39.0,0.0,52642.0,34296362.0,679.0,787.0,0.022653721682847898,42.0,1745.0,85.0,43.0,42.0,0,0,0.0,11.783243243243243,1.6765233046196413,126.56575,140.21125,198.74937500000001,0,0.0,0.0,0.0,0.0,0.002080530340187028,4.4052863121032715,1,406.0,71.0,0.0,276.0,59.0,3.0,13.0,390.0,0.0,0.0,0.0,1.0,1.0,184.0,10,362.29999999999995,0.0,0.0,0.0,9.0,0.0,long_horizon,0.0,0.02997686631944444,0.0457450000000002,0.8472222222222222,0.0,0.0,0.9960159362549801,0.0,0.00398406374501992,0.3453794813979707,0.2682926829268293,2.8090410958904104,0.0,0.022653721682847898,0.0,18426.0,2570.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,1827.0,1825.0,5.0,0.0,3.0,0.0,4.0,0.0,0.9259259259259259,0.9989053092501369
155,0.457510005540005,100000,29586,143,0.10598121098913513,0.08767551928758621,1004.5358242916642,10.045358242916642,21747,0,21747,4576,638912,778,115482,0,0,99,15557,17122,3563800,0.99,218.56565656565655,191.0,407.20000000000005,5,3,3,2,97,386.0,17933.0,1607.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,32.0,0.0,33.0,33.0,0.0,16.0,16.0,163.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,52812.0,34467473.0,567.0,654.0,0.020535158680771624,33.0,1448.0,66.0,33.0,33.0,0,1,0.0,13.688667496886675,1.7749948802073945,118.87117499999998,113.92000000000002,201.79800000000003,1,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,344.0,43.0,0.0,252.0,49.0,5.0,11.0,328.0,0.0,0.0,4.0,1.0,1.0,147.0,10,354.79999999999995,0.0,0.0,0.0,10.0,0.0,long_horizon,0.0,0.09256153526970955,0.027290000000000057,0.8514522821576763,0.0,0.0,0.9993368700265252,0.0,0.000663129973474801,0.39329891950282003,0.24242424242424243,2.502617801047116,0.0,0.020535158680771624,0.03,17933.0,3685.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,1591.0,1590.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9993714644877436
156,0.45522245551230495,100000,29739,153,0.0956810768328461,0.14410091936588287,1109.7349822380565,11.097349822380565,23066,1319,23066,4896,643808,1342,116824,0,0,99,15656,18390,3582190,0.99,226.64646464646464,200.0,438.80000000000007,2,1,1,0,99,322.0,19769.0,1755.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,30.0,0.0,31.0,31.0,0.0,17.0,17.0,226.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,53044.0,34661186.0,661.0,772.0,0.017663817663817662,31.0,1729.0,62.0,31.0,31.0,0,1,0.0,12.989167616875713,1.7902333774063097,130.44222499999998,121.55999999999997,205.024375,1,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,3,433.0,79.0,0.0,304.0,50.0,1.0,14.0,418.0,0.0,0.0,2.0,1.0,1.0,209.0,10,278.5,0.0,0.0,0.0,4.0,0.0,long_horizon,0.0,0.08092872884344147,0.04010374999999973,0.8455571227080395,0.0,0.0,0.9993961352657005,0.0,0.0006038647342995169,0.3471176692497666,0.1935483870967742,2.3319999999999994,0.0,0.017663817663817662,0.01,19769.0,2691.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1738.0,1737.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9994246260069045
157,0.4529463432347434,100000,29880,141,0.08968107925450548,0.14150317013263702,305.9377979430711,3.0593779794307108,23066,0,23066,4512,648320,947,117771,0,0,100,15756,21397,3603587,0.98,269.9387755102041,208.5,539.1999999999998,6,4,4,2,96,390.0,22339.0,1868.0,1867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,34.0,0.0,53.0,0.0,53.0,53.0,0.0,17.0,17.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53254.0,34877818.0,672.0,806.0,0.028372591006423982,53.0,1715.0,106.0,53.0,53.0,0,1,0.0,14.65773968934119,1.4042125149097073,125.33689999999997,122.340625,204.04337500000005,2,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,7,420.0,64.0,0.0,304.0,52.0,3.0,8.0,408.0,1.0,0.0,5.0,1.0,1.0,192.0,10,440.4,3.0,0.0,0.0,34.0,0.0,long_horizon,0.0,0.0284173083504449,0.04183749999999986,0.8247775496235455,0.0,0.0,1.0,0.0,0.0,0.38207716745124,0.49056603773584906,3.056115107913669,0.0,0.028372591006423982,0.04,22339.0,4168.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1851.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9994597514856834
158,0.4506816115185697,100000,30079,199,0.09232662127694892,0.054954491555690765,1062.9252348311377,10.629252348311377,23066,0,23066,6368,654688,954,118725,0,0,100,15856,18767,3622354,0.98,241.23469387755102,218.0,413.2,8,4,4,2,96,423.0,19751.0,1876.0,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,34.0,0.0,36.0,36.0,0.0,24.0,24.0,332.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,53593.0,35074304.0,643.0,810.0,0.019189765458422176,36.0,1757.0,72.0,36.0,36.0,0,2,0.0,13.180896478121666,1.640227066734017,134.7321,139.178125,188.49350000000007,2,0.0,0.0,0.0,0.0,0.002080530340187029,4.4052863121032715,0,414.0,72.0,0.0,278.0,64.0,6.0,14.0,394.0,0.0,0.0,6.0,1.0,1.0,308.0,10,309.5,0.0,0.0,0.0,8.0,0.0,long_horizon,0.0,0.027126328671328664,0.030875000000000007,0.8356643356643356,0.0,0.0,0.9988738738738738,0.0,0.0011261261261261261,0.3107205658795815,0.19444444444444445,2.129816513761467,0.0,0.019189765458422176,0.04,19751.0,3799.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1852.0,1850.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9989200863930886
159,0.4484282034609769,100000,30231,152,0.09670808065780684,0.12494230270385742,781.2574084223507,7.812574084223508,23066,0,23066,4864,659552,1024,119749,0,0,100,15956,21328,3643682,0.98,260.14285714285717,228.5,488.29999999999995,5,2,2,0,98,487.0,22386.0,2020.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,12.0,0.0,46.0,0.0,46.0,46.0,0.0,22.0,22.0,90.0,24.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,53693.0,35290272.0,736.0,821.0,0.02277227722772277,46.0,1831.0,98.0,52.0,46.0,0,2,0.0,13.012928891098955,1.5200456332882906,135.2585375,126.2125,202.83150000000003,2,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,418.0,55.0,0.0,305.0,58.0,2.0,5.0,411.0,0.0,0.0,4.0,1.0,1.0,68.0,10,367.5,0.0,0.0,0.0,12.0,0.0,long_horizon,0.0,0.028574092676604018,0.04579750000000002,0.829552819183409,0.0,0.0,0.9963503649635036,0.0,0.0036496350364963502,0.33644090726429443,0.2608695652173913,2.4356673960612683,0.0,0.02277227722772277,0.02,22386.0,4191.0,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,1998.0,1995.0,6.0,0.0,0.0,0.0,7.0,0.0,0.7272727272727273,0.9984984984984985
160,0.446186062443672,100000,30361,130,0.09178900251594874,0.08042001724243164,200.865362017449,2.0086536201744902,23066,0,23066,4160,663712,983,120732,0,0,100,16056,21387,3665069,1.0,274.19,261.0,527.4000000000001,3,2,2,2,98,346.0,22348.0,1844.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,59.0,0.0,61.0,61.0,0.0,26.0,26.0,245.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,53945.0,35502263.0,684.0,814.0,0.03308026030368764,61.0,1703.0,122.0,61.0,61.0,0,0,0.0,14.66594360086768,1.4572851899076893,128.49971250000002,118.109375,210.53275000000008,0,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,5,447.0,78.0,3.0,316.0,50.0,5.0,18.0,424.0,0.0,0.0,2.0,1.0,1.0,219.0,10,336.4,0.0,0.0,0.0,18.0,0.0,long_horizon,0.0,0.11572583107191317,0.05675000000000006,0.8039348710990502,0.0,0.0,0.9988545246277205,0.0,0.001145475372279496,0.32991319887669124,0.2786885245901639,2.218582375478927,0.0,0.03308026030368764,0.02,22348.0,3628.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1818.0,1818.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
161,0.4439551321314536,100000,30567,206,0.0955891115319671,0.100920170545578,-459.70780772994215,-4.597078077299422,23066,0,23066,6592,670304,426,121158,0,0,100,16156,26013,3691082,0.93,338.81720430107526,212.0,756.1999999999999,22,9,9,2,91,369.0,26488.0,1727.0,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,29.0,29.0,0.0,14.0,14.0,184.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,54129.0,35733376.0,605.0,753.0,0.01679212507237985,29.0,1619.0,58.0,29.0,29.0,0,7,0.0,18.350407450523864,1.4568755666713762,125.74169999999998,113.12937500000001,204.3637500000001,7,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,400.0,65.0,0.0,271.0,64.0,3.0,9.0,388.0,0.0,0.0,16.0,1.0,1.0,170.0,10,671.9,0.0,0.0,0.0,12.0,0.0,long_horizon,0.0,0.008923400297619047,0.015475000000000206,0.8556547619047619,0.0,0.0,0.9987654320987654,0.0,0.0012345679012345679,0.44511078578911634,0.20689655172413793,3.8981132075471683,0.0,0.01679212507237985,0.09,26488.0,4226.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1713.0,1704.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.9947460595446584
162,0.4417353564707963,100000,30733,166,0.09052711808268564,0.07523684203624725,383.2559361001197,3.8325593610011968,23066,0,23066,5312,675616,503,121661,0,0,100,16256,21345,3712427,0.96,260.6979166666667,227.0,491.0,9,4,4,0,96,412.0,21868.0,1953.0,1949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,41.0,0.0,42.0,42.0,0.0,19.0,19.0,324.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,54457.0,35947301.0,659.0,882.0,0.021505376344086023,42.0,1831.0,84.0,42.0,42.0,0,4,0.0,13.59569009748589,1.427293175447804,140.15492500000002,134.57750000000001,221.62962500000006,4,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,2,436.0,58.0,0.0,317.0,61.0,3.0,11.0,420.0,2.0,0.0,8.0,1.0,1.0,305.0,10,417.0,0.0,0.0,0.0,17.0,0.0,long_horizon,0.0,0.07626649442257218,0.029056249999999943,0.8221784776902887,0.0,0.0,0.9994594594594595,0.0,0.0005405405405405405,0.37793557957406,0.2857142857142857,2.753303964757709,0.0,0.021505376344086023,0.04,21868.0,3606.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1934.0,1930.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9979317476732161
163,0.43952667968844233,100000,30977,244,0.09398022538325826,0.1256028711795807,348.8074002931628,3.488074002931628,23066,0,23066,7808,683424,496,122157,0,0,100,16356,22187,3734614,0.98,280.0816326530612,214.0,456.79999999999995,8,4,4,2,96,446.0,22681.0,1928.0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,48.0,0.0,52.0,52.0,0.0,32.0,32.0,287.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,54759.0,36159160.0,657.0,825.0,0.026970954356846474,52.0,1730.0,104.0,52.0,52.0,0,2,0.0,14.595015576323988,1.493912507343088,130.85665000000003,121.6,220.56462499999998,2,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,1,425.0,64.0,0.0,299.0,62.0,5.0,18.0,401.0,1.0,0.0,6.0,1.0,1.0,255.0,10,667.3,0.0,0.0,0.0,10.0,0.0,long_horizon,0.0,0.030107575497597804,0.04581750000000026,0.8325326012354153,0.0,0.0,0.9978142076502732,0.0,0.002185792349726776,0.4113388433193157,0.21153846153846154,3.796962616822424,0.0,0.026970954356846474,0.04,22681.0,3776.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1896.0,1894.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.9989451476793249
164,0.43732904629000013,100000,31083,106,0.08960304658789679,0.0679839625954628,1299.928777647116,12.99928777647116,24248,1182,24248,3392,686816,1215,123372,0,0,99,16455,16009,3750623,1.0,206.79,177.0,365.5000000000001,0,0,0,0,100,352.0,17254.0,1646.0,1646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,32.0,0.0,34.0,34.0,0.0,13.0,13.0,199.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,54964.0,36328368.0,555.0,739.0,0.020656136087484813,34.0,1543.0,68.0,34.0,34.0,0,0,0.0,12.344471445929527,1.8199152354692414,118.32807499999998,111.83499999999998,206.42900000000003,0,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,376.0,68.0,0.0,266.0,42.0,5.0,8.0,363.0,0.0,0.0,0.0,1.0,1.0,186.0,10,271.3,0.0,0.0,0.0,10.0,0.0,long_horizon,0.0,0.05112467823712948,0.042425000000000046,0.8486739469578783,0.0,0.0,0.9987088444157521,0.0,0.0012911555842479018,0.3315668069055564,0.23529411764705882,2.3564971751412425,0.0,0.020656136087484813,0.0,17254.0,2939.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1633.0,1633.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
165,0.4351424010585501,100000,31250,167,0.09225818322982617,0.07402320951223373,744.9633435439455,7.449633435439455,24248,0,24248,5344,692160,917,124289,0,0,100,16555,19214,3769837,0.99,254.57575757575756,239.0,466.6,5,3,3,2,97,310.0,20136.0,1736.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,12.0,0.0,45.0,0.0,48.0,48.0,0.0,21.0,21.0,471.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,55446.0,36521476.0,633.0,793.0,0.027649769585253458,48.0,1671.0,96.0,48.0,48.0,0,1,0.0,14.430795847750865,1.6197329740309887,122.45352500000001,122.83249999999998,193.72400000000002,1,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,0,398.0,65.0,0.0,283.0,50.0,1.0,9.0,388.0,0.0,0.0,4.0,1.0,1.0,450.0,10,404.4,1.0,0.0,0.0,12.0,0.0,long_horizon,0.0,0.010591174377224198,0.027355000000000008,0.8462633451957295,0.0,0.0,0.9975579975579976,0.0,0.002442002442002442,0.36135749431785613,0.2708333333333333,2.2995815899581578,0.0,0.027649769585253458,0.03,20136.0,3727.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1715.0,1713.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.9988338192419826
166,0.43296668905325736,100000,31434,184,0.09057972142877786,0.11200719326734543,149.76299317883598,1.49762993178836,24248,0,24248,5888,698048,461,124750,0,0,100,16655,23961,3793798,0.94,274.9255319148936,226.5,577.5,20,10,10,4,90,428.0,24464.0,1834.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,31.0,0.0,32.0,32.0,0.0,14.0,14.0,496.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,55947.0,36742705.0,587.0,819.0,0.017448200654307525,32.0,1734.0,64.0,32.0,32.0,0,6,0.0,16.26929392446634,1.5127421841585704,126.41162500000002,129.63875000000002,195.209,6,0.0,0.0,0.0,0.0,0.0020805303401870284,4.4052863121032715,64,409.0,74.0,1.0,269.0,65.0,5.0,7.0,394.0,3.0,0.0,16.0,1.0,1.0,482.0,10,498.20000000000005,0.0,0.0,0.0,10.0,0.0,long_horizon,0.0,0.04562681393678161,0.02350375000000007,0.8505747126436781,0.0,0.0,0.9988432620011567,0.0,0.001156737998843262,0.3934968191724002,0.25806451612903225,3.3172185430463577,0.0,0.017448200654307525,0.1,24464.0,2683.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,1820.0,1814.0,2.0,0.0,1.0,0.0,1.0,0.0,0.9285714285714286,0.9967032967032967
